OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
"Moldova, Republic of",11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,1130000
"Moldova, Republic of",11216,Central Electoral Commission,MDA,Moldova,MDA_GOVT,Moldova Government,153119.17
"Moldova, Republic of",11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
"Moldova, Republic of",11266,Austrian Development Agency,AUT,Austria,AUT_GOVT,Austria Government,0
"Moldova, Republic of",11424,MDTFO/JP_Moldova_JILDP,MDTF1,BU,JP_MD_LDP,MOLDOVA Joint Integrated LDP,794921
"Moldova, Republic of",11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0
"Moldova, Republic of",11965,SYSLAB International Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SYSLAB,Syslab International Ltd,331004
"Moldova, Republic of",12117,District Council of Causeni,MDA,Moldova,MDA_GOVT,Moldova Government,18460.39
"Moldova, Republic of",12144,Ustiya Mayoralty,MDA,Moldova,MDA_GOVT,Moldova Government,0
"Moldova, Republic of",12248,MPTFO MDA Unity in Action,MDTF1,BU,MDA -,Unity in Action,316805
"Moldova, Republic of",55458,Prosecutor General Office Mold,MDA,Moldova,MDA_GOVT,Moldova Government,0
Mongolia,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Mongolia,71,GOVERNMENT OF BRAZIL,BRA,Brazil,BRA_GOVT,Brazil Government,0
Mongolia,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
Mongolia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-427
Mongolia,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,550000
Mongolia,171,GOVERNMENT OF MONGOLIA,MNG,Mongolia,MNG_GOVT,Mongolia Government,320693.29
Mongolia,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
Mongolia,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Mongolia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
Mongolia,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,634743.88
Mongolia,10314,BRITISH EMBASSY,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,120000
Mongolia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Mongolia,10792,STOCKHOLM INT'L WATER INSTITUT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIWI,"PRIV_SIWI, SWEDEN",0
Mongolia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Montenegro,-,-,-,-,-,-,614.37
Montenegro,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Montenegro,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,86445.37
Montenegro,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,4755.43
Montenegro,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,2038.04
Montenegro,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,38443.3
Montenegro,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
Montenegro,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-55
Montenegro,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Montenegro,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,191053
Montenegro,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,548610.88
Montenegro,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,423514.76
Montenegro,10315,ORG FOR SECURITY AND COOPERATI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,0SCE,INTER-GOVERN_EUROP SEC ORG,1304.44
Montenegro,10472,Government of Montenegro,MNE,MONTENEGRO,MNE_GOVT,Government of Montenegro,1958180.56
Montenegro,11455,MDTFO/JP-Montengro_UN__Cty_Fun,MDTF1,BU,ME_UN_FUND,MDTFO/JP-Montengro_UN__Cty_Fun,-62
Montenegro,11646,Municipality of Cetinje,MNE,MONTENEGRO,MNE_MIN,Ministry of Montenegro,275862.07
Montenegro,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
Montserrat,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Montserrat,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-1734.31
Montserrat,1092,BAR-GOVERNMENT OF MONSERRAT,MSR,Montserrat,MSR_GOVT,Montserrat Government,0
Morocco,-,-,-,-,-,-,505.22
Morocco,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.21
Morocco,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,20636.58
Morocco,48,GOVERNMENT OF ANDORRA,AND,Andorra,AND_GOVT,Andorra Government,0.12
Morocco,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-2155.99
Morocco,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-3099.04
Morocco,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,172355.16
Morocco,172,GOVERNMENT OF MOROCCO,MAR,Morocco,MAR_GOVT,Morocco Government,2806709.11
Morocco,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Morocco,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,20000
Morocco,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,2155.99
Morocco,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,53881.78
Morocco,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,260943
Morocco,12184,AJUNTAMENT DE BARCELONA,ESP,Spain,ESP_GOVT,Spain Government,68125.43
Mozambique,-,-,-,-,-,-,-370779
Mozambique,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Mozambique,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
Mozambique,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,6928.43
Mozambique,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,65907.03
Mozambique,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,99990
Mozambique,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,61224.49
Mozambique,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,13831.26
Mozambique,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
Mozambique,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-3362.57
Mozambique,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,100000
Mozambique,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,-56758.94
Mozambique,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,143071.57
Mozambique,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,56625.14
Mozambique,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,50000
Mozambique,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0
Mozambique,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Mozambique,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,21539
Mozambique,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
Mozambique,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,0
Mozambique,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,0
Myanmar,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Myanmar,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Myanmar,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,-57293.72
Myanmar,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,329380.76
Myanmar,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Myanmar,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,295830
Myanmar,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
Myanmar,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,73592.2
Myanmar,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Myanmar,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Myanmar,10480,USAID,USA,United States of America,USAID,USAID,285655.02
Myanmar,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Myanmar,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0
Myanmar,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Myanmar,11613,LIFT_Trust_Fund_Manager,MUTLI_AGY2,MULTI-LATERAL AGENCY2,CO_AA_MDTF,CO_AA_MDTF,0
Myanmar,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,0
Myanmar,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,79051.38
Namibia,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Namibia,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
Namibia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Namibia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Namibia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
Namibia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
Namibia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
Namibia,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
Namibia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Namibia,1501,NAM-NATIONAL INSTITUTE FOR EDU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NIED,PRIV_NAM-NATIONAL INSTITUTE FO,31535.68
Namibia,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,0
Namibia,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,0
Namibia,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,0
Namibia,10684,MINISTRY OF BASIC EDUCATION,NAM,Namibia,NAM_MIN,Namibia Ministry,17515.26
Namibia,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Nepal,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Nepal,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,164641
Nepal,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
Nepal,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,1678019.32
Nepal,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,1091429.69
Nepal,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Nepal,180,GOVERNMENT OF NEPAL,NPL,Nepal,NPL_GOVT,Nepal Government,1075386.51
Nepal,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,-76657
Nepal,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Nepal,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Nepal,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
Nepal,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-8362.11
Nepal,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,-1110.06
Nepal,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,4114525.43
Nepal,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,170665
Nepal,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Nepal,10174,SHELL BP DJIBOUTI,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL DJIB,PRIV_SHELL BP DJIBOUTI,0
Nepal,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,491803.28
Nepal,10480,USAID,USA,United States of America,USAID,USAID,0
Nepal,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,1463690.98
Nepal,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Nepal,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Nepal,11425,MDTFO/JP_nepal_LPCDP,MDTF1,BU,JP_NP_LGCP,NEPAL LOCAL GOV DEV PROG,0
Nepal,12069,Central Queensland University,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CQU,Central Queensland University,14899.5
Nicaragua,-,-,-,-,-,-,0
Nicaragua,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-20000
Nicaragua,16,INTER-AMERICAN DEVELOPMENT BAN,IFI_IDB,IFI_IDB,IDB,Inter-American Development Ban,277700.54
Nicaragua,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
Nicaragua,42,DEVELOPMENT  NETWORK,MUTLI_AGY2,MULTI-LATERAL AGENCY2,DEVNET,Development Network,179805.98
Nicaragua,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
Nicaragua,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,100000
Nicaragua,184,GOVERNMENT OF NICARAGUA,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,1556100.09
Nicaragua,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,300450.67
Nicaragua,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,300000
Nicaragua,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,4830970.92
Nicaragua,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,232645.82
Nicaragua,304,FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FF,PRI_FORD FOUNDATION,0
Nicaragua,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,-420
Nicaragua,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,5963442.35
Nicaragua,10469,Agencia Catalana de Cooperació,ESP,Spain,ESP_GOVT,Spain Government,0
Nicaragua,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,-23658.36
Nicaragua,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,500000
Nicaragua,11535,MDTFO/JP_Indigenous_People_Par,MDTF1,BU,UN_IPP,MDTFO/JP_Indigenous_People_Par,0
Nicaragua,12058,Gobierno Municipal de Bluefiel,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,0
Nicaragua,12059,Gobierno Municipal de Corn Isl,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,19415.21
Nicaragua,12060,Gobierno Municipal del Rama,NIC,Nicaragua,NIC_GOVT,Nicaragua Government,22831.05
Niger,-,-,-,-,-,-,0
Niger,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Niger,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
Niger,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
Niger,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
Niger,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1034673.63
Niger,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,0
Niger,181,GOVERNMENT OF NIGER,NER,Niger,NER_GOVT,Niger Government,0
Niger,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Niger,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Niger,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
Niger,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,142954.86
Niger,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,-359170
Niger,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
Nigeria,-,-,-,-,-,-,-133915.16
Nigeria,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,133915.65
Nigeria,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,0
Nigeria,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,-0.02
Nigeria,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
Nigeria,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,89702.83
Nigeria,185,GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,-26259.39
Nigeria,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1294451.58
Nigeria,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,0
Nigeria,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,-0.44
Nigeria,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,-0.37
Nigeria,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,451582.15
Nigeria,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0.57
Nigeria,1069,NIR-GOVERNMENT OF NIGERIA,NGA,Nigeria,NGA_GOVT,Nigeria Government,-0.28
Nigeria,1783,NIR-UN AIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0.31
Nigeria,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,1850512
Nigeria,10032,KOGI STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,294403.11
Nigeria,10135,RIVERS STATE GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,-188.88
Nigeria,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,10196690.44
Nigeria,10503,MINISTRY OF FOREIGN AFFAIRS,NOR,Norway,NOR_MIN,Norway Ministry,-3403.36
Nigeria,10555,GOMBE STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,275116.68
Nigeria,10556,LAGOS STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,-0.23
Nigeria,10557,NIGER STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,682637.96
Nigeria,10559,ADAMAWA STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,-2229.1
Nigeria,10560,AKWA IBOM STATE GOVERMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,-2812.53
Nigeria,10562,ONDO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,-3220.44
Nigeria,10563,SOKOTO STATE GOVERNMENT,NGA,Nigeria,NGA_GOVT,Nigeria Government,-391.1
Nigeria,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Nigeria,11074,AGENCE FRANCAISE DE DEVELOPPEM,FRA,France,FRA_GOVT,France Government,0.49
Nigeria,11268,Delta State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,6365856.02
Nigeria,11269,BYE-ALFA-BANK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ALFA-BANK,PRI-RUSSIA,0
Nigeria,11493,Anambra State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,634744.72
Nigeria,11649,PIND Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,PIND,PRIV,0
Nigeria,11784,Ministry of Niger Delta,NGA,Nigeria,NGA_GOVT,Nigeria Government,0
Nigeria,11822,Ekiti State Government,NGA,Nigeria,NGA_GOVT,Nigeria Government,-161.56
Nigeria,12093,Fedral Min. of Agriculture,NGA,Nigeria,NGA_GOVT,Nigeria Government,0
Nigeria,12293,Pan - African Banking conglome,-,-,-,-,100000
Office of Finance,-,-,-,-,-,-,0
Office of Finance,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Office of Finance,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
Office of Finance,10480,USAID,USA,United States of America,USAID,USAID,0
Office of Human Resources,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Office of the Administrator,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.33
Office of the Administrator,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-18939.99
Operations Support Group,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,-197454.42
PB,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
PB,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-17586374.21
PB,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
PB,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,101156.2
PB,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0
PB,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,533175.78
PB,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
PB,556,SNV NETHERLANDS DEVELOPMENT OR,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SNV,Unknown Type of Agency,-0.01
PB,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,2250000
PB,10480,USAID,USA,United States of America,USAID,USAID,93305.22
PB,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
PB,12183,PRé Consultants bv,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NLD -,PRECNSLTBV,7379.31
PB/Liaison/Copenhagen,130,GOVERNMENT OF ICELAND,ISL,Iceland,ISL_GOVT,Iceland Government,0
PB/Liaison/Copenhagen,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,187848.28
