key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
2582,"Sudan, Republic of the",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,-2241.87
2583,"Sudan, Republic of the",36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
2584,"Sudan, Republic of the",40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,-2241.87
2585,"Sudan, Republic of the",95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
2586,"Sudan, Republic of the",110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,50586.66
2587,"Sudan, Republic of the",112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
2588,"Sudan, Republic of the",119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,-19.19
2589,"Sudan, Republic of the",141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,266674.39
2590,"Sudan, Republic of the",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-6229.85
2591,"Sudan, Republic of the",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,711004.37
2592,"Sudan, Republic of the",227,GOVERNMENT OF THE REPUBLIC OF,SDN,Sudan,SDN_GOVT,Sudan Government,0
2593,"Sudan, Republic of the",232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,-284.86
2594,"Sudan, Republic of the",327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,32963006.61
2595,"Sudan, Republic of the",550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
2596,"Sudan, Republic of the",551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-233345.47
2597,"Sudan, Republic of the",555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
2598,"Sudan, Republic of the",560,INTERNATIONAL DEVELOPMENT AGEN,IFI_WB,IFI_WB,WB,WORLD BANK,0
2599,"Sudan, Republic of the",10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-6260.14
2600,"Sudan, Republic of the",10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0
2601,"Sudan, Republic of the",10480,USAID,USA,United States of America,USAID,USAID,1196936.01
2602,"Sudan, Republic of the",10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,26119011.14
2603,"Sudan, Republic of the",10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,1574596.7
2604,"Sudan, Republic of the",11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,228944.78
2605,"Sudan, Republic of the",11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,0
2606,"Sudan, Republic of the",11930,MPTFO JP Sudan Refugees,MDTF1,BU,SUDAN REFUEGEES,MPTFO JP Sudan Refugees,738143.05
2607,Suriname,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,43534
2608,Suriname,228,GOVERNMENT OF SURINAME,SUR,Suriname,SUR_GOVT,Suriname Government,118088.47
2609,Suriname,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,11968.92
2610,Swaziland,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2611,Swaziland,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,10778.33
2612,Swaziland,230,GOVERNMENT OF SWAZILAND,SWZ,Swaziland,SWZ_GOVT,Swaziland Government,176585.85
2613,Swaziland,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
2614,Swaziland,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
2615,Swaziland,1554,SWA-OPEN SOCIETY INITIATIVE FO,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
2616,Swaziland,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,97529.83
2617,Swaziland,12192,COMESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ZMB-,COMESA,31552.14
2618,Syria,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,166628.47
2619,Syria,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,1509299.28
2620,Syria,233,GOVERNMENT OF SYRIAN ARAB REPU,SYR,Syrian Arab Republic,SYR_GOVT,Syrian Arab Republic Governmen,62051.28
2621,Syria,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,606903.22
2622,Syria,1655,RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,280008.69
2623,Syria,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,850916.39
2624,Syria,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,69.96
2625,Syria,10494,TOTAL E & P SYRIE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SYR-TOTAL,PRIV_SYR-TOTAL,0
2626,Syria,10686,ERF,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ERF,PRIV_ERF,695612.77
2627,Syria,10729,SYR MINISTRY OF ECONOMY,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,155791.68
2628,Syria,10730,SYR MINISTRY OF TRANSPORTATION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0
2629,Syria,10761,SYR MINISTRY OF LOCAL ADMINIST,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,4046.67
2630,Syria,10767,SYR MINISTRY OF JUSTICE,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,591.54
2631,Syria,10770,SYR MINISTRY OF TECHNOLOGY&COM,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,10186.01
2632,Syria,11031,MINISTRY OF SOCIAL AFFAIRS AND,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,-1485.3
2633,Syria,11072,AECI-AGENCIA ESPANOLA DE COOPE,ESP,Spain,ESP_MIN,Spain Ministry,0.15
2634,Syria,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,628553.27
2635,Syria,11423,SYRIA MTN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SYRIA MTN,PRIV_SYRIA BASED,14876.39
2636,Syria,11620,SYR-MINISTRY OF HEALTH,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,0
2637,Syria,11716,SYR-REGIONAL PLANNING COMISION,SYR,Syrian Arab Republic,SYR_MIN,Syria Ministry,5496.51
2638,Syria,12229,World Assembly of Muslim Youth,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAU -,WAMY,0
2639,Syria,54410,SYR-SILATECH,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SILATECH,PRIV_QATAR,-1264.49
2640,Tajikistan,-,-,-,-,-,-,0
2641,Tajikistan,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,69689.16
2642,Tajikistan,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,53419.77
2643,Tajikistan,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,363338.83
2644,Tajikistan,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,645310.17
2645,Tajikistan,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0
2646,Tajikistan,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,40993.84
2647,Tajikistan,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,45330.45
2648,Tajikistan,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1714528.55
2649,Tajikistan,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,198072.62
2650,Tajikistan,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,5923954.5
2651,Tajikistan,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,773553
2652,Tajikistan,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,1131.9
2653,Tajikistan,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,183697.12
2654,Tajikistan,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,-40000
2655,Tajikistan,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,0
2656,Tajikistan,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
2657,Tajikistan,10342,OXFAM,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OXFAM,PRIV_OXFORD,30123.69
2658,Tajikistan,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,173919.62
2659,Thailand,-,-,-,-,-,-,0
2660,Thailand,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,29
2661,Thailand,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,3097.17
2662,Thailand,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,-342.35
2663,Thailand,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,244
2664,Thailand,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,380.73
2665,Thailand,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,84152.58
2666,Thailand,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,90742.24
2667,Thailand,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,367639.35
2668,Thailand,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,30733.07
2669,Thailand,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,759.92
2670,Thailand,393,WORLD VISION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,WORLDVISIO,PRIV_WORLD VISION,523.83
2671,Thailand,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
2672,Thailand,10480,USAID,USA,United States of America,USAID,USAID,19.63
2673,Thailand,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,911.88
2674,Thailand,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,143274.02
2675,Thailand,11461,ANESVAD Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ANESVAD,PRIV_SPAIN,283613.41
2676,Thailand,11645,Metropolitan Waterworks Author,THA,Thailand,THA_MIN,Thailand Ministry,79210.59
2677,Thailand,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,1877.42
2678,Thailand,12249,Anti-Corruption Organisation o,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,THA-,ACT,0
2679,Timor-Leste,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,5248.35
2680,Timor-Leste,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,471
2681,Timor-Leste,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,250560.35
2682,Timor-Leste,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,605778.18
2683,Timor-Leste,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1160065.93
2684,Timor-Leste,199,GOVERNMENT OF PORTUGAL,PRT,Portugal,PRT_GOVT,Portugal Government,58449.93
2685,Timor-Leste,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1597362.63
2686,Timor-Leste,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
2687,Timor-Leste,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,15580.63
2688,Timor-Leste,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,3210.64
2689,Timor-Leste,10279,NEW ZEALAND AGY FOR INT'L DEVE,NZL,New Zealand,NZL_MIN,New Zealand Ministry,321541.52
2690,Timor-Leste,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,353885.91
2691,Timor-Leste,11139,Government of Timor Leste,TLS,EAST TIMOR,TLS_GOVT,Government of East Timor,291876.71
2692,Timor-Leste,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,460.1
2693,Timor-Leste,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,22915.58
2694,Timor-Leste,11447,Government of South Australia,AUS,Australia,AUS_GOVT,Australia Government,0
2695,Timor-Leste,11854,Australian DFAT,AUS,Australia,AUS_MIN,Australia Ministry,373562.85
2696,Timor-Leste,12071,Australian Federal Police,AUS,Australia,AUS_GOVT,Australia Government,343666.68
2697,Togo,-,-,-,-,-,-,0
2698,Togo,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,5309.89
2699,Togo,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,13509.94
2700,Togo,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,62181.54
2701,Togo,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,46135.31
2702,Togo,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
2703,Togo,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0.01
2704,Togo,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1133132.5
2705,Togo,11137,WEST AFRICAN ECONOMIC AND MONE,MUTLI_AGY2,MULTI-LATERAL AGENCY2,UEMOA,UEMOA,26400.09
2706,Togo,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,2272.44
2707,Trinidad and Tobago,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
2708,Trinidad and Tobago,1751,TRI-THE GOVERNMENT OF TRINIDAD,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,236212.47
2709,Trinidad and Tobago,10327,TOBAGO HOUSE OF ASSEMBLY,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,1395.82
2710,Trinidad and Tobago,10480,USAID,USA,United States of America,USAID,USAID,47520.03
2711,Trinidad and Tobago,10619,TOURISM DEV. CO. LTD (TDC),PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TRI-TDC,PRIV_TOURISM DEV,0
2712,Trinidad and Tobago,10644,MINISTRY OF LOCAL GOVERNMENT,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,160801.06
2713,Trinidad and Tobago,11368,Min. of National Security T&T,TTO,Trinidad and Tobago,TTO_MIN,Trinidad and Tobago Ministry,51976.31
2714,Trinidad and Tobago,11704,Government of Curacao,CUV,CURACAO,CUV_GVT,Curacao Goverment,226820.3
2715,Trinidad and Tobago,11800,Government of St. Maarten,TTO,Trinidad and Tobago,TTO_GOVT,Trinidad and Tobago Government,131892.14
2716,Tunisia,-,-,-,-,-,-,0
2717,Tunisia,11,UNITED NATIONS VOLUNTEERS,UN_AGY 1,UN AGENCY 1,UNDP(UNV),UNDP - United Nations Voluntee,-0.62
2718,Tunisia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,56204.87
2719,Tunisia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,4892.97
2720,Tunisia,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,93984.3
2721,Tunisia,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,77924.23
2722,Tunisia,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
2723,Tunisia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,2687500.98
2724,Tunisia,243,GOVERNMENT OF TUNISIA,TUN,Tunisia,TUN_GOVT,Tunisia Government,234366.26
2725,Tunisia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,15314.32
2726,Tunisia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,109.88
2727,Tunisia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,2312521.78
2728,Tunisia,707,TUN-COUR DES COMPTES,TUN,Tunisia,TUN_GOVT,Tunisia Government,45585.96
2729,Tunisia,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,278356.24
2730,Tunisia,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,1353304.21
2731,Tunisia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
2732,Tunisia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,6059.76
2733,Tunisia,11730,GETF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TUNISIA,PRIVATE INTERNATIONAL,79760.16
2734,Turkey,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,33.1
2735,Turkey,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,205.82
2736,Turkey,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,332.96
2737,Turkey,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,672
2738,Turkey,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,75590.96
2739,Turkey,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,675523.44
2740,Turkey,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,38.63
2741,Turkey,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,29584.34
2742,Turkey,244,GOVERNMENT OF TURKEY,TUR,Turkey,TUR_GOVT,Turkey Government,9486861.68
2743,Turkey,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,104332.63
2744,Turkey,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,216313.92
2745,Turkey,1612,TUR-PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,957679.59
2746,Turkey,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,2388752.5
2747,Turkey,10277,VODAFONE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,VODAFONE,PRIV_VODAFONE,0
2748,Turkey,10697,MINISTRY OF HEALTH - TURKEY,TUR,Turkey,TUR_MIN,Turkey Ministry,0
2749,Turkey,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
2750,Turkey,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,221407.7
2751,Turkey,11668,MDTFO/JP_Human_Rights_Mainstre,MDTF1,BU,HUN_RIGHTS,MDTFO/JP_Human_Rights_Mainstre,28267.18
2752,Turkey,11805,Experian Limited Turkey,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,41115.22
2753,Turkey,11806,KOC HOLDING CORPORATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,12657.84
2754,Turkey,11939,SABANCI FOUNDATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TURKEY,PRIVATE NATIONAL,238614.27
2755,Turkmenistan,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,2948.2
2756,Turkmenistan,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,382.75
2757,Turkmenistan,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,41992.92
2758,Turkmenistan,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,13657.38
2759,Turkmenistan,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,159454.35
2760,Turkmenistan,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,2315283.72
2761,Turkmenistan,10358,MINISTRY OF HEALTH OF TURKMENI,TKM,Turkmenistan,TKM_MIN,Turkmenistan Ministry,164923.95
2762,Turkmenistan,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,84101.84
2763,Uganda,-,-,-,-,-,-,0
2764,Uganda,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-7133.74
2765,Uganda,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,9451.35
2766,Uganda,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,222844.04
2767,Uganda,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
2768,Uganda,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,676565.02
2769,Uganda,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
2770,Uganda,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,102652.36
2771,Uganda,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0
2772,Uganda,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-0.08
2773,Uganda,1784,POL-UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
2774,Uganda,1795,UGA-UNDP/ ADJUSTMENTS,UGA,Uganda,UGA_GOVT,Uganda Government,0
2775,Uganda,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0
2776,Uganda,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,83778.34
2777,Uganda,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0
2778,Uganda,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,-2316.7
2779,Uganda,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,15778.56
2780,Uganda,12192,COMESA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ZMB-,COMESA,161736.42
2781,Ukraine,-,-,-,-,-,-,0
2782,Ukraine,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2783,Ukraine,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,742628.05
2784,Ukraine,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,573626.37
2785,Ukraine,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,17145.04
2786,Ukraine,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
2787,Ukraine,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
2788,Ukraine,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
2789,Ukraine,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,60462.39
2790,Ukraine,5510,People Living with HIV/AIDS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ECUO,PRIV,0
2791,Ukraine,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,3303125.02
2792,Ukraine,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,1950.29
2793,Ukraine,11008,SYSTEM CAPITAL MANAGEMENT LTD,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SMC LTD,PRIV_CYPRUS,0
