key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
1535,Liberia,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
1536,Liberia,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
1537,Liberia,17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,0
1538,Liberia,24,INTERNATIONAL FINANCE CORPORAT,MUTLI_AGY2,MULTI-LATERAL AGENCY2,IFC,INTERNATIONAL FINANCE CORP,0
1539,Liberia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,336562.35
1540,Liberia,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,13976.07
1541,Liberia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,706.13
1542,Liberia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,29231.17
1543,Liberia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,2271.34
1544,Liberia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
1545,Liberia,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
1546,Liberia,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
1547,Liberia,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,0
1548,Liberia,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
1549,Liberia,153,GOVERNMENT OF LIBERIA,LBR,Liberia,LBR_GOVT,Liberia Government,-5618.91
1550,Liberia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,404836.65
1551,Liberia,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
1552,Liberia,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
1553,Liberia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,-293.95
1554,Liberia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,62099.35
1555,Liberia,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,-350.18
1556,Liberia,329,DANIDA:,DNK,Denmark,DNK_MIN,Denmark Ministry,0
1557,Liberia,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
1558,Liberia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,219096.14
1559,Liberia,1853,UNITED NATIONS CAPITAL DEVELOP,UN_AGY 1,UN AGENCY 1,UNCDF,AGY_UNITED NATIONS CAPITAL DEV,0
1560,Liberia,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,0
1561,Liberia,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,79093.3
1562,Liberia,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,60215.65
1563,Liberia,10179,"UNMEE, ETHIOPIA, ERITREA",UN_AGY 1,UN AGENCY 1,UNMEE_ ETH,AGY_UNMEE_ ETHIOPIA_ ERITREA,0
1564,Liberia,10245,OPEN SOCIETY INSTITUTE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OSI,PRIV_OPEN SOCIETY INSTITUTE,0
1565,Liberia,10480,USAID,USA,United States of America,USAID,USAID,723.24
1566,Liberia,10581,DEUTSCHE GESELLSCHAFT FUR TECH,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
1567,Liberia,10605,DEVELOPMENT COOPERATION IRELAN,IRL,Ireland,IRL_GOVT,Ireland Government,0
1568,Liberia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
1569,Liberia,10779,UNOPS-CSA,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,0
1570,Liberia,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0
1571,Liberia,10839,THE WILLIAM AND FLORE HEWLETT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HEWLETT FDT,PRIV_HEWLETT FDT FOUND,217186.13
1572,Liberia,10861,ALLIANCE OF MAYORS AND MUNICIP,NAM,Namibia,NAM_GOVT,Namibia Government,0
1573,Liberia,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
1574,Liberia,10887,COLUMBIA UNIVERSITY (EARTH INS,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COLUMBIA U,PRI_COLUMBIA UNIVERSITY,0
1575,Liberia,10958,ORG.ECONOMIC CO-OPERATION AND,MUTLI_AGY2,MULTI-LATERAL AGENCY2,OECD,OECD,0
1576,Liberia,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,528.69
1577,Liberia,11340,MDTFO/JP_LBR_Gender_Equality,MDTF1,BU,LBR_GEN_EQ,JP_LBR GENDER EQUALITY,0
1578,Liberia,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,3459953.64
1579,Liberia,11767,Basque Water Agency URAgentzia,MUTLI_AGY2,MULTI-LATERAL AGENCY2,BASQUES,Basque Water Agency URAgentzia,49960.72
1580,Libya,-,-,-,-,-,-,0
1581,Libya,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,379869.05
1582,Libya,51,GOVERNMENT OF ANTIGUA AND BARB,ANT,Antigua and Barbuda,ANT_GOVT,Antigua and Barbuda Government,283
1583,Libya,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1415191.36
1584,Libya,151,GOVERNMENT OF LIBYA,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,882032.88
1585,Libya,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
1586,Libya,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,298623.58
1587,Libya,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,4227351.47
1588,Libya,1471,LIB-NATIONAL AUTHORITY FOR INF,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NAID,PRIV_LIB-NATIONAL AUTHORITY FO,-0.34
1589,Libya,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,179439.4
1590,Libya,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,262378.72
1591,Libya,11779,MPTF Libya recovery Trust Fund,MDTF1,BU,LBY_,MPTF Libya recovery Trust Fund,829936.85
1592,Libya,11788,High Nation. Elect. Committee,LBY,Libyan Arab Jamahiriya,LBY_GOVT,Libyan Arab Jamahiriya Governm,3318286.85
1593,"Macedonia, former Yugoslav Rep",-,-,-,-,-,-,7.75
1594,"Macedonia, former Yugoslav Rep",163,"GOVERNMENT OF MACEDONIA, THE F",MKD,Macedonia,MKD_GOVT,Macedonia Government,1524931.58
1595,"Macedonia, former Yugoslav Rep",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,14619.33
1596,"Macedonia, former Yugoslav Rep",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,49819.26
1597,"Macedonia, former Yugoslav Rep",232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,1282304.95
1598,Madagascar,-,-,-,-,-,-,0
1599,Madagascar,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,131335.45
1600,Madagascar,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,48611.8
1601,Madagascar,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,564945.62
1602,Madagascar,169,GOVERNMENT OF MONACO,MCO,Monaco,MCO_GVT,MONACO,-0.01
1603,Madagascar,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,811365.31
1604,Madagascar,204,GOVERNMENT OF REPUBLIC OF KORE,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,86937.01
1605,Madagascar,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,23544.28
1606,Madagascar,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,49176.13
1607,Madagascar,717,The Republic of Korea,KOR,Republic of Korea,KOR_GOVT,Republic of Korea Government,-0.14
1608,Madagascar,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,607666.05
1609,Madagascar,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,2677.94
1610,Madagascar,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,237.39
1611,Madagascar,11293,BFV SG,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BFV SG,PRIV_BANK_FRANCE,0
1612,Madagascar,11302,TAKSVARKKI RY - ODW FINLAND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ODW FINLAN,PRIV_NGO_FINLAND,3385.03
1613,Madagascar,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,91.41
1614,Madagascar,11365,MDTFO\JP_Central_Fund_Influenz,MDTF1,BU,CFIA,CENTRAL FUND FOR INFLUENZA,48.8
1615,Madagascar,11617,LA  FONDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,TANYA MEVA,PRIV,0
1616,Madagascar,11812,PROSPERER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MADAGASCAR,PRIVATE NATIONAL,0
1617,Madagascar,12053,INDIAN OCEAN COMMISSION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,INDOCC,INDIAN OCEAN COMMISSION,232294.3
1618,Madagascar,12134,Southern African Dev Community,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BWA-,SADC,1357678.74
1619,Malawi,-,-,-,-,-,-,0.53
1620,Malawi,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,13547.42
1621,Malawi,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,12663.98
1622,Malawi,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,87626.52
1623,Malawi,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,163976.07
1624,Malawi,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,60.98
1625,Malawi,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,586309.22
1626,Malawi,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,99003.17
1627,Malawi,168,GOVERNMENT OF MALAWI,MWI,Malawi,MWI_GOVT,Malawi Government,467704.89
1628,Malawi,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-10.54
1629,Malawi,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,3697280.75
1630,Malawi,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,71442.04
1631,Malawi,264,ARAB GULF PROGRAMME FOR UN DEV,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AGFUND,ARAB GULF PROGM FOR UN DEV ORG,-4.11
1632,Malawi,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,378005.49
1633,Malawi,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,3855.05
1634,Malawi,313,INCOME GENERATED FROM PROJECTS,UN_AGY 1,UN AGENCY 1,IGP,AGY_INCOME GENERATED FROM PROJ,26780.22
1635,Malawi,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
1636,Malawi,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,2422767.9
1637,Malawi,10004,UN INSITUTION FOR TRAINING AND,UN_AGY 1,UN AGENCY 1,UNITAR,AGY_UN INSITUTION FOR TRAINING,71237.63
1638,Malawi,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
1639,Malawi,10051,ICRAF - INTL CENTRE FRO RESEA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ICRAF,PRIV_ICRAF - INTL CENTRE FRO R,69.12
1640,Malawi,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,5475157.77
1641,Malawi,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,130771.77
1642,Malawi,10781,THE HUNTER FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUNTER F.,PRIV_HUNTER F.,-0.62
1643,Malawi,11211,IRISH AID,IRL,Ireland,IRL_GOVT,Ireland Government,78989.55
1644,Malawi,11222,MDG Cnetre,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MDG CENTRE,PRIV_KENYA BASED,1229.85
1645,Malaysia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,797.3
1646,Malaysia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,3226.39
1647,Malaysia,157,GOVERNMENT OF MALAYSIA,MYS,Malaysia,MYS_GOVT,Malaysia Government,396346.41
1648,Malaysia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,151.85
1649,Malaysia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,36338.43
1650,Malaysia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1286.93
1651,Malaysia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,140912.97
1652,Malaysia,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,0
1653,Malaysia,10544,TITAN CHEMICALS CORPORATION BE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,TITAN CHEM,PRIV_TITAN CHEM,278.12
1654,Malaysia,10652,PETRA PERDANA,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PETRA,PRIV_PETRA,1599.94
1655,Malaysia,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,1782.55
1656,Malaysia,11793,UNDP AS MA_POOLED FUNDS,UN_AGY 1,UN AGENCY 1,UNDP_MA,UNDP AS MA_POOLED FUNDS,2112.35
1657,Maldives,-,-,-,-,-,-,0
1658,Maldives,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
1659,Maldives,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,800
1660,Maldives,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,-12317.2
1661,Maldives,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,20968.12
1662,Maldives,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,-2579.29
1663,Maldives,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,-111297.33
1664,Maldives,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,4442.19
1665,Maldives,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,-412771.8
1666,Maldives,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,-41.85
1667,Maldives,246,GOVERNMENT OF UNITED ARAB EMIR,ARE,United Arab Emirates,ARE_GOVT,United Arab Emirates Governmen,143.72
1668,Maldives,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
1669,Maldives,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,31377.49
1670,Maldives,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
1671,Maldives,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
1672,Maldives,10291,CANADIAN HIGH COMMISSION,CAN,Canada,CAN_MIN,Canada Ministry,0
1673,Maldives,10328,BRITISH COMMISSION,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,0
1674,Maldives,10480,USAID,USA,United States of America,USAID,USAID,28176.42
1675,Maldives,10699,WORLD CONSERVATION UNION,MUTLI_AGY2,MULTI-LATERAL AGENCY2,WCU,WORLD CONSERVATION UNION,43961.1
1676,Maldives,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,1420.73
1677,Maldives,11207,US Department of State,USA,United States of America,USA_GOVT,United States of America Gover,95440.6
1678,Maldives,11410,Foreign common wealth ofice,GBR,United Kingdom,GBR_MIN,United Kingdom Ministry,1484.05
1679,Maldives,11665,MDTFO/JP_Maldives_one_UN_Fund,MDTF1,BU,MDV_ONE_UN,MDTFO/JP_Maldives_one_UN_Fund,142681.42
1680,Mali,-,-,-,-,-,-,0
1681,Mali,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,518273.86
1682,Mali,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
1683,Mali,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
1684,Mali,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,103462.01
1685,Mali,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,240008.77
1686,Mali,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,13358.12
1687,Mali,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,487776.26
1688,Mali,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
1689,Mali,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,76868.72
1690,Mali,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,891.68
1691,Mali,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1257148.43
1692,Mali,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,199707.66
1693,Mali,167,GOVERNMENT OF MALI,MLI,Mali,MLI_GOVT,Mali Government,2559942.74
1694,Mali,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,519209.42
1695,Mali,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1220350.26
1696,Mali,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,30408.98
1697,Mali,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,32340.11
1698,Mali,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,103162.45
1699,Mali,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
1700,Mali,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,23049.52
1701,Mali,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
1702,Mali,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
1703,Mali,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,12310235.3
1704,Mali,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,471772.78
1705,Mali,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,338398.37
1706,Mali,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1610784.41
1707,Mali,10480,USAID,USA,United States of America,USAID,USAID,218966.83
1708,Mali,10685,INTERNATIONAL DEVELOPMENT ASSO,IFI_WB,IFI_WB,WB,WORLD BANK,0
1709,Mali,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
1710,Mali,10778,UNFPA-CSA,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
1711,Mali,10780,UN FUND FOR UNWOMEN,UN_AGY 1,UN AGENCY 1,UN FUND-UNIFEM,AGY_UNFUND FOR UNIFEM,0
1712,Mali,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0
1713,Mali,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
1714,Mali,11001,ECOWAS,MUTLI_AGY2,MULTI-LATERAL AGENCY2,ECOWAS,ECOWAS,0
1715,Mali,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,72184.33
1716,Mali,11900,African Union,MUTLI_AGY2,MULTI-LATERAL AGENCY2,AFR UNION,African Union,44899.29
1717,Mauritania,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
1718,Mauritania,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
1719,Mauritania,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
1720,Mauritania,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,32177.39
1721,Mauritania,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,764719.81
1722,Mauritania,162,GOVERNMENT OF MAURITANIA,MRT,Mauritania,MRT_GOVT,Mauritania Government,7837.77
1723,Mauritania,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
1724,Mauritania,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,3781.46
1725,Mauritania,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,46322.44
1726,Mauritania,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,0
1727,Mauritania,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,37388.12
1728,Mauritania,10480,USAID,USA,United States of America,USAID,USAID,187.66
1729,Mauritania,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
1730,Mauritania,11186,"Yamaha Motor Co, LTD",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,YAMAHA,PRIV_JAPAN,2332.85
1731,Mauritania,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,70955.53
1732,Mauritania,11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,9570.86
1733,Mauritius,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,47.59
1734,Mauritius,8,WORLD METEOROLOGICAL ORGANIZAT,UN_AGY 1,UN AGENCY 1,WMO,AGY_WORLD METEOROLOGICAL ORGAN,-21141.32
1735,Mauritius,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
1736,Mauritius,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,0
1737,Mauritius,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
1738,Mauritius,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,544.3
1739,Mauritius,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
1740,Mauritius,159,GOVERNMENT OF MAURITIUS,MUS,Mauritius,MUS_GOVT,Mauritius Government,123772.54
1741,Mauritius,212,GOVERNMENT OF SEYCHELLES,SYC,Seychelles,SYC_GOVT,Seychelles Government,7221.3
1742,Mauritius,332,AG FRANCAISE DE DVLPP:UNCDF,OTH_CDF1,OTHERS_UNCDF1,OTH_CDF2,OTHERS_UNCDF2,-16.45
1743,Mauritius,10003,Global Environment Fund Truste,FUNDS_GEF,FUNDS_GEF,GEFTRUSTEE,GEF TRUSTEE,22659.97
1744,Mauritius,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,1897.42
