project_id,fiscal_year,operating_unit,region,budget,expenditure,outcome,donor
00058357,2010,"Trinidad and Tobago","Reg Bur Latin Amer & Carib",67410,35,0,"MNS T&T,TRI GOVT"
00058357,2011,"Trinidad and Tobago","Reg Bur Latin Amer & Carib",59620,5385.69,0,"TRI GOVT,MNS T&T"
00058361,2010,"Mongolia","Reg Bureau for Asia & Pacific",377000,381477.23,14,"UNDP"
00058361,2011,"Mongolia","Reg Bureau for Asia & Pacific",223430,210178.17,14,"UNDP"
00058362,2010,"Nepal","Reg Bureau for Asia & Pacific",303072,274759.04,11,"UNDP,DFID,UNDESA"
00058362,2011,"Nepal","Reg Bureau for Asia & Pacific",390068,375602.11,16,"UNDP,UNDESA,DFID"
00058363,2010,"Kenya","Reg Bureau for Africa",45988.04,37581.11,19,"UNDP"
00058365,2010,"Gambia","Reg Bureau for Africa",164683.28,148193.34,14,"UNDP"
00058365,2011,"Gambia","Reg Bureau for Africa",142563,117650.49,14,"UNDP"
00058370,2010,"Gambia","Reg Bureau for Africa",238140.07,192920.12,9,"UNDP"
00058370,2011,"Gambia","Reg Bureau for Africa",60000,38764.15,9,"UNDP"
00058371,2010,"Argentina","Reg Bur Latin Amer & Carib",455618,220411.95,12,"GOB"
00058371,2011,"Argentina","Reg Bur Latin Amer & Carib",245662,163293.94,12,"GOB"
00058372,2010,"Guyana","Reg Bur Latin Amer & Carib",63000,56620.67,"","UNDP"
00058373,2010,"Samoa","Reg Bureau for Asia & Pacific",0,7057.37,17,"UNDP"
00058375,2010,"Bahrain","Reg Bur for Arab States",154718,126725.44,11,"BAH,eGOV"
00058375,2011,"Bahrain","Reg Bur for Arab States",359788.56,356697.72,11,"BAH,eGOV"
00058376,2010,"Indonesia","Reg Bureau for Asia & Pacific",2563677.74,2299985.34,"","UNDP,SIDA,UNDP,UNDP,SIDA,UNDP,SIDA,SIDA,UNDP,CERF,NZAID,CERF,UNDP,SIDA"
00058379,2010,"BCPR","Bureau for Crisis Prevention and Recovery",1560099,234014.7,"","SWI,SWE"
00058382,2010,"South Africa","Reg Bureau for Africa",1064669,1107756.64,11,"UNDP,SAF"
00058382,2011,"South Africa","Reg Bureau for Africa",1414713.42,1356270.77,11,"SAF,UNDP"
00058383,2010,"South Africa","Reg Bureau for Africa",163559,127602.85,1,"UNDP"
00058383,2011,"South Africa","Reg Bureau for Africa",250000,237227.4,1,"UNDP"
00058385,2010,"Mongolia","Reg Bureau for Asia & Pacific",124783.54,115093.76,1,"UN"
00058385,2011,"Mongolia","Reg Bureau for Asia & Pacific",214360,192347.76,1,"UN"
00058389,2010,"Argentina","Reg Bur Latin Amer & Carib",670662,586172.97,14,"GOB"
00058389,2011,"Argentina","Reg Bur Latin Amer & Carib",1194366,1064708.55,14,"GOB"
00058391,2010,"Ghana","Reg Bureau for Africa",659232.37,658787.13,25,"JPN"
00058391,2011,"Ghana","Reg Bureau for Africa",828244.57,825180.93,25,"JPN"
00058392,2010,"Thailand","Reg Bureau for Asia & Pacific",484324.12,265703.62,0,"EUCOMM"
00058392,2011,"Thailand","Reg Bureau for Asia & Pacific",39270,5427.62,0,"EUCOMM"
00058393,2010,"Papua New Guinea","Reg Bureau for Asia & Pacific",166500,128381.9,"","GEFTrustee"
00058394,2010,"Turkey","Reg Bur for Europe & CIS",92711.07,85738.86,3,"PRIV-SECT"
00058394,2011,"Turkey","Reg Bur for Europe & CIS",136090,143224.36,15,"PRIV-SECT"
00058395,2010,"Kosovo","Reg Bur for Europe & CIS",176398.9,81386.58,"","SDC,UNDP,UNDP,SDC"
00058395,2011,"Kosovo","Reg Bur for Europe & CIS",136566.39,123639.82,11,"UNDP,SDC,UNDP"
00058397,2010,"Montenegro","Reg Bur for Europe & CIS",35852.88,35662.68,23,"GEFTrustee"
00058397,2011,"Montenegro","Reg Bur for Europe & CIS",0,162.12,23,"GEFTrustee"
00058398,2010,"Lesotho","Reg Bureau for Africa",115945,111189.854,25,"UNDP"
00058398,2011,"Lesotho","Reg Bureau for Africa",43837.45,24255.91,25,"UNDP"
00058399,2010,"Tunisia","Reg Bur for Arab States",894000,90592.11,25,"JPN"
00058399,2011,"Tunisia","Reg Bur for Arab States",232123.6,268308.23,25,"JPN"
00058401,2010,"Belarus, Republic of","Reg Bur for Europe & CIS",3259408.57,3110661.82,0,"GFATM"
00058401,2011,"Belarus, Republic of","Reg Bur for Europe & CIS",0,60186.39,"","GFATM"
00058403,2010,"Panama","Reg Bur Latin Amer & Carib",410679.1,253437.04,"","GOVT,MOFACSPAIN"
00058403,2011,"Panama","Reg Bur Latin Amer & Carib",1001242.58,136569.94,8,"GOVT,MOFACSPAIN"
00058406,2010,"Tunisia","Reg Bur for Arab States",165882.6,158352.74,23,"GEFTrustee"
00058406,2011,"Tunisia","Reg Bur for Arab States",314999.49,264727.54,23,"GEFTrustee"
00058407,2010,"Sudan, Republic of the","Reg Bur for Arab States",3346835.8,2576821.56,"","UNIDO,NET,UNDP,NET"
00058407,2011,"Sudan, Republic of the","Reg Bur for Arab States",3266819,1475718.59,"","UNDP,UNIDO,NET,NET"
00058409,2010,"Ethiopia","Reg Bureau for Africa",4750786.51,3977501.38,22,"DFID,EUCOMM,JPN,EU,ITA,UNDP,UN,AusAID"
00058409,2011,"Ethiopia","Reg Bureau for Africa",7056950.2,6688793.82,22,"AusAID,EUCOMM,ITA,UNDP,UN,JPN,EU"
00058411,2010,"Albania","Reg Bur for Europe & CIS",45525,45513.57,0,"GEFTrustee"
00058412,2010,"Pakistan","Reg Bureau for Asia & Pacific",1218953,1095628.28,0,"NET,UNDP,UNDP(JPAA)"
00058412,2011,"Pakistan","Reg Bureau for Asia & Pacific",857358,767758.84,0,"NET,UNDP,UNDP(JPAA)"
00058413,2010,"Lebanon","Reg Bur for Arab States",461049,432339.44,1,"UKM,SODERU,UNDP,ALM,LiveLeb,FS"
00058413,2011,"Lebanon","Reg Bur for Arab States",460799.83,422520.98,1,"LiveLeb,FS,UKM,UNDP,ALM,SODERU"
00058414,2010,"Mozambique","Reg Bureau for Africa",50000,33463.73,"","UNDP"
00058419,2010,"Gabon","Reg Bureau for Africa",453458.93,197924.38,7,"UNDP,GAB,UNDSS,SHELLFOUND,GFATM"
00058419,2011,"Gabon","Reg Bureau for Africa",444080.81,357868.58,7,"SHELLFOUND,UNDP,GFATM,GAB,UNDSS"
00058420,2010,"Russian Federation","Reg Bur for Europe & CIS",238918.59,237877.99,"","GEFTrustee"
00058420,2011,"Russian Federation","Reg Bur for Europe & CIS",876000,556633.62,23,"GEFTrustee"
00058422,2010,"Afghanistan","Reg Bureau for Asia & Pacific",1305184,1937611.23,"","UNDP,USAID"
00058423,2010,"South Sudan, Republic of","Reg Bureau for Africa",2080611.46,1556870.68,"","UNDP(JPAA)"
00058426,2010,"Venezuela","Reg Bur Latin Amer & Carib",58039.05,2800,"","VEN"
00058426,2011,"Venezuela","Reg Bur Latin Amer & Carib",61357.93,196,0,"VEN"
00058428,2010,"Egypt","Reg Bur for Arab States",1160269.69,1014967.69,11,"GOPP,UNDP"
00058428,2011,"Egypt","Reg Bur for Arab States",270000,238560.71,11,"UNDP,GOPP"
00058431,2010,"Peru","Reg Bur Latin Amer & Carib",75206.36,73252.49,13,"PER"
00058431,2011,"Peru","Reg Bur Latin Amer & Carib",22375.29,18997.25,13,"PER"
00058436,2010,"Sao Tome and Principe","Reg Bureau for Africa",1471000,327494.1,23,"JPN,MT/SEMPLEO"
00058436,2011,"Sao Tome and Principe","Reg Bureau for Africa",1279000,906510.93,23,"MT/SEMPLEO,JPN"
00058437,2010,"Lithuania, Republic of","Reg Bur for Europe & CIS",412956,114850.5,1,"LITHUANIA"
00058437,2011,"Lithuania, Republic of","Reg Bur for Europe & CIS",468066,437242.44,1,"LITHUANIA"
00058440,2010,"Indonesia","Reg Bureau for Asia & Pacific",689300.68,359860.6,"","UNDP,GEFTrustee"
00058440,2011,"Indonesia","Reg Bureau for Asia & Pacific",990516.51,891936.96,23,"UNDP,GEFTrustee"
00058441,2010,"Thailand","Reg Bureau for Asia & Pacific",37242.08,37242.08,23,"GEFTrustee"
00058441,2011,"Thailand","Reg Bureau for Asia & Pacific",27757.92,25213.73,23,"GEFTrustee"
00058444,2010,"Fiji","Reg Bureau for Asia & Pacific",83049.03,34589.79,23,"UNDP,MPU"
00058444,2011,"Fiji","Reg Bureau for Asia & Pacific",50538,47215.37,23,"UNDP,MPU"
00058445,2010,"Philippines","Reg Bureau for Asia & Pacific",95881.89,89870.1,"","UNDP,CIDA"
00058448,2011,"Comoros","Reg Bureau for Africa",73323,8748.27,1,"UNDP"
00058450,2010,"Gambia","Reg Bureau for Africa",96294.82,91312.04,"","UNDP"
00058451,2010,"Uruguay","Reg Bur Latin Amer & Carib",3337,3337,"","UNDP"
00058452,2010,"Dominican Republic","Reg Bur Latin Amer & Carib",332048,298501.12,"","UNICEF,DOM,UNDP,EUCOMM"
00058452,2011,"Dominican Republic","Reg Bur Latin Amer & Carib",657780,423155.2,1,"UNICEF,DOM,EUCOMM,UNDP"
00058455,2010,"Turkey","Reg Bur for Europe & CIS",1937446.44,1908089.04,11,"EUCOMM"
00058455,2011,"Turkey","Reg Bur for Europe & CIS",3723568,3500634.26,13,"EUCOMM"
00058459,2010,"Gambia","Reg Bureau for Africa",87543.38,78246.47,14,"UNDP"
00058459,2011,"Gambia","Reg Bureau for Africa",104362,75685.77,14,"UNDP"
00058460,2010,"Uzbekistan","Reg Bur for Europe & CIS",147785,147520.91,23,"UNDP,UNFIP,SWI/LIENC"
00058460,2011,"Uzbekistan","Reg Bur for Europe & CIS",325262,324983.94,23,"UNDP,UNFIP"
00058461,2010,"Mali","Reg Bureau for Africa",105000,67224.39,"","UNDP,GEFTrustee"
00058461,2011,"Mali","Reg Bureau for Africa",30825,39167.37,1,"UNDP,GEFTrustee"
00058463,2010,"Uruguay","Reg Bur Latin Amer & Carib",36000,22972.07,1,"UNDP,UN"
00058463,2011,"Uruguay","Reg Bur Latin Amer & Carib",47028,44214.93,1,"UNDP,UN"
00058465,2010,"Peru","Reg Bur Latin Amer & Carib",51750,38713.79,"","PER"
00058466,2010,"Turkmenistan","Reg Bur for Europe & CIS",88768.99,59574.02,23,"UNDP,GEFTrustee"
00058466,2011,"Turkmenistan","Reg Bur for Europe & CIS",51880.52,21489.11,23,"GEFTrustee"
00058467,2010,"Guinea","Reg Bureau for Africa",147512.83,101614.47,9,"UNDP(JPAA),PBF"
00058467,2011,"Guinea","Reg Bureau for Africa",273128.36,261881.42,9,"PBF,UNDP(JPAA)"
00058468,2010,"Turkey","Reg Bur for Europe & CIS",530000,439620.41,8,"UNDP,TUR"
00058468,2011,"Turkey","Reg Bur for Europe & CIS",99717.18,155067.99,13,"TUR"
00058469,2010,"Uganda","Reg Bureau for Africa",1243185.1,1016542.603,19,"UN"
00058469,2011,"Uganda","Reg Bureau for Africa",881142.32,100253.09,1,"UN"
00058473,2010,"Panama","Reg Bur Latin Amer & Carib",480135.21,362055.88,"","MDGF_Confl"
00058473,2011,"Panama","Reg Bur Latin Amer & Carib",863449.95,643939.27,13,"MDGF_Confl"
00058474,2010,"Bhutan","Reg Bureau for Asia & Pacific",139477,127716.64,17,"UNDP,CERF"
00058474,2011,"Bhutan","Reg Bureau for Asia & Pacific",11700,11360.15,17,"UNDP,CERF"
00058475,2010,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",484890.83,467017.9,"","EUCOMM,UNDP"
00058475,2011,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",20200,17736.97,17,"EUCOMM,UNDP"
00058476,2010,"Bhutan","Reg Bureau for Asia & Pacific",72256,71773.94,23,"UNDP"
00058476,2011,"Bhutan","Reg Bureau for Asia & Pacific",104200,86445.29,23,"UNDP"
00058477,2010,"Sierra Leone","Reg Bureau for Africa",1643666,1175136.556,11,"UNDP(JPAA),SL_MDTF,UNDP"
00058477,2011,"Sierra Leone","Reg Bureau for Africa",1047529,970346.28,12,"SL_MDTF,PBF"
00058478,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",59656.35,16636.44,4,"UNDP"
00058478,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",43147.07,43145.66,4,"UNDP"
00058479,2011,"Guinea","Reg Bureau for Africa",332686.89,332686.89,"","UNDP,GEFTrustee"
00058480,2010,"Serbia","Reg Bur for Europe & CIS",96150,95133.22,14,"UNDP"
00058482,2010,"Bolivia","Reg Bur Latin Amer & Carib",100000,315.74,1,"MOFACSPAIN"
00058482,2011,"Bolivia","Reg Bur Latin Amer & Carib",220674.6,168992.11,1,"MOFACSPAIN"
00058483,2010,"Turkey","Reg Bur for Europe & CIS",526836,511461,3,"TUR"
00058483,2011,"Turkey","Reg Bur for Europe & CIS",50000,49124.92,1,"TUR"
00058484,2010,"Mauritania","Reg Bureau for Africa",231481,6393.78,23,"UNEP"
00058484,2011,"Mauritania","Reg Bureau for Africa",151000,64869.48,23,"UNEP"
00058485,2010,"China","Reg Bureau for Asia & Pacific",100000,70447.66,"","GEFTrustee"
00058485,2011,"China","Reg Bureau for Asia & Pacific",15725,20740.79,23,"GEFTrustee"
00058486,2010,"Senegal","Reg Bureau for Africa",220000,190473.46,3,"UNDP"
00058486,2011,"Senegal","Reg Bureau for Africa",197311.88,180025.79,3,"UNDP"
00058487,2010,"Uruguay","Reg Bur Latin Amer & Carib",179708,118013.41,23,"UNDP(JPAA),UNDP(JPAA),UNDP(JPAA),UNDP(JPAA)"
00058487,2011,"Uruguay","Reg Bur Latin Amer & Carib",81559,88774.95,23,"UNDP(JPAA),UNDP(JPAA),UNDP(JPAA),UNDP(JPAA)"
00058489,2010,"Peru","Reg Bur Latin Amer & Carib",233379.64,233379.638,13,"PER,PER-TRIBUN"
00058489,2011,"Peru","Reg Bur Latin Amer & Carib",19669.27,19703.64,13,"PER-TRIBUN,PER"
00058491,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",160000,153931.79,23,"UNDP,SWI"
00058491,2011,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",120000,89189.9,23,"UNDP,SWI"
00058492,2010,"Viet Nam","Reg Bureau for Asia & Pacific",995688,987059.99,0,"UNDP(JPAA),UNDP"
00058492,2011,"Viet Nam","Reg Bureau for Asia & Pacific",1077103,726129.69,0,"UNDP,UNDP(JPAA)"
00058493,2010,"Democratic Republic of Congo","Reg Bureau for Africa",214778.15,63540.15,"","UNDP,GEFTrustee"
00058493,2011,"Democratic Republic of Congo","Reg Bureau for Africa",862500,894183.21,25,"GEFTrustee,UNDP"
00058495,2010,"Bhutan","Reg Bureau for Asia & Pacific",75000,61729.8,23,"GEFTrustee"
00058495,2011,"Bhutan","Reg Bureau for Asia & Pacific",13270,12792.88,23,"GEFTrustee"
00058496,2010,"Azerbaijan","Reg Bur for Europe & CIS",192420,145471.76,"","EU,UNDP"
00058496,2011,"Azerbaijan","Reg Bur for Europe & CIS",1543225,681497.68,3,"EU,UNDP"
00058498,2010,"Uruguay","Reg Bur Latin Amer & Carib",35323,12861.79,3,"PRIVSECT,OPP,UNDP"
00058498,2011,"Uruguay","Reg Bur Latin Amer & Carib",57374,18538.19,3,"UNDP,PRIVSECT,PRIVSECT,UNDP,OPP,OPP"
00058499,2010,"Jamaica","Reg Bur Latin Amer & Carib",28033.28,17705.89,25,"GEFTrustee"
00058499,2011,"Jamaica","Reg Bur Latin Amer & Carib",7850.21,7170.12,25,"GEFTrustee"
00058508,2010,"Mauritius","Reg Bureau for Africa",1037004,69392.07,23,"JPN,UNDP"
00058508,2011,"Mauritius","Reg Bureau for Africa",951820,315349.52,23,"UNDP,JPN"
00058509,2011,"Haiti","Reg Bur Latin Amer & Carib",573272.45,398260.74,23,"UNDP,GEFTrustee"
00058511,2010,"Cuba","Reg Bur Latin Amer & Carib",92925.68,74198.53,11,"UNDP"
00058511,2011,"Cuba","Reg Bur Latin Amer & Carib",28818.44,28818.44,11,"UNDP"
00058512,2010,"Yemen","Reg Bur for Arab States",175500,160926.65,23,"UNDP,YEM,FIN"
00058512,2011,"Yemen","Reg Bur for Arab States",323090,312759.2,23,"YEM,FIN,UNDP"
00058514,2010,"South Africa","Reg Bureau for Africa",25000,11694.16,23,"UNDP"
00058514,2011,"South Africa","Reg Bureau for Africa",0,3229.19,23,"UNDP"
00058515,2010,"Ethiopia","Reg Bureau for Africa",1671889,455781.42,25,"JPN"
00058515,2011,"Ethiopia","Reg Bureau for Africa",2847199,1229436.99,25,"JPN"
00058517,2010,"China","Reg Bureau for Asia & Pacific",92000,12068.94,"","GEFTrustee"
00058517,2011,"China","Reg Bureau for Asia & Pacific",372944,365015.63,23,"GEFTrustee"
00058521,2010,"Indonesia","Reg Bureau for Asia & Pacific",185390,183519.32,1,"UNDP,UNDP,UNCHS,UNDP,UNDP"
00058523,2010,"Kenya","Reg Bureau for Africa",1524000,1276223.84,19,"JPN"
00058523,2011,"Kenya","Reg Bureau for Africa",781835,613248.69,19,"JPN"
00058525,2010,"Eritrea","Reg Bureau for Africa",914000,824263.97,11,"UNDP,EU"
00058525,2011,"Eritrea","Reg Bureau for Africa",240000,229472.88,11,"UNDP,EU"
00058528,2010,"Sudan, Republic of the","Reg Bur for Arab States",873548.68,493495.8,21,"UNDP,DFAIT"
00058528,2011,"Sudan, Republic of the","Reg Bur for Arab States",962264.89,822569.19,21,"DFAIT,UNDP"
00058530,2010,"Peru","Reg Bur Latin Amer & Carib",1820244,1819663.789,"","EUCOMM,PER"
00058530,2011,"Peru","Reg Bur Latin Amer & Carib",848348.25,836830.15,"","EUCOMM,PER"
00058536,2010,"Colombia","Reg Bur Latin Amer & Carib",230025,233424.8,23,"MPU"
00058536,2011,"Colombia","Reg Bur Latin Amer & Carib",127203,65147,23,"MPU"
00058537,2010,"Kyrgyzstan","Reg Bur for Europe & CIS",42933,40238.05,"","GEFTrustee,UNDP"
00058537,2011,"Kyrgyzstan","Reg Bur for Europe & CIS",261206,261734.14,23,"UNDP,GEFTrustee"
00058548,2010,"Senegal","Reg Bureau for Africa",750000,489127.931,3,"SPA"
00058548,2011,"Senegal","Reg Bureau for Africa",984091,963368.14,3,"SPA"
00058549,2010,"Jordan","Reg Bur for Arab States",50000,43942.03,23,"GEFTrustee"
00058553,2010,"Ethiopia","Reg Bureau for Africa",1617578,1380487.98,1,"UNDP,WFP,GATESFOUND,AECI"
00058553,2011,"Ethiopia","Reg Bureau for Africa",3577420,3659022.43,1,"GATESFOUND,UNDP,AECI"
00058554,2010,"Rgnl Ctr in Trinidad & Tobago","Reg Bur Latin Amer & Carib",406597.18,382117.952,"","TRI GOVT,UNDP,UNDP"
00058555,2010,"Cuba","Reg Bur Latin Amer & Carib",170079.69,170079.69,1,"UNDP(JPAA)"
00058555,2011,"Cuba","Reg Bur Latin Amer & Carib",523323.73,491836.99,1,"UNDP(JPAA)"
00058557,2010,"Lebanon","Reg Bur for Arab States",1899271,671155.22,22,"LRF"
00058557,2011,"Lebanon","Reg Bur for Arab States",1828686,1032223.69,22,"LRF"
00058558,2010,"Senegal","Reg Bureau for Africa",22464.03,17963.42,"","GEFTrustee"
00058558,2011,"Senegal","Reg Bureau for Africa",88936.42,79335.05,25,"GEFTrustee"
00058559,2010,"Bolivia","Reg Bur Latin Amer & Carib",803309.24,780007.32,11,"EUCOMM,UNDP(JPAA)"
00058559,2011,"Bolivia","Reg Bur Latin Amer & Carib",2262449.62,1290319.94,11,"EUCOMM,UNDP(JPAA)"
00058561,2011,"Pakistan","Reg Bureau for Asia & Pacific",38700,25438.83,"","GEFTrustee,UNDP"
00058563,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",125000,124999.87,4,"CERF"
00058565,2010,"Russian Federation","Reg Bur for Europe & CIS",40154.86,40154.83,"","GEFTrustee"
00058565,2011,"Russian Federation","Reg Bur for Europe & CIS",7844.96,7837.07,23,"GEFTrustee"
00058567,2010,"Honduras","Reg Bur Latin Amer & Carib",80000,70453.09,"","GEFTrustee"
00058568,2010,"Colombia","Reg Bur Latin Amer & Carib",718363.02,564299.37,1,"ALC.BQILLA,ALC.CGENA,ALC.IBAGUE,SURTIGAS,UNDP,SIDA,GOB.GUAJ,ISA SA ESP,DNP,COL,ALC RIOHAC,UAEOS,GOB.TOLIMA,FIND FORO,SETP,APC,ALC. VDPAR,ALC.PASTO"
00058568,2011,"Colombia","Reg Bur Latin Amer & Carib",1612008.1,1415224.24,1,"APC,ALC RIOHAC,ALC.IBAGUE,ALC.PASTO,SURTIGAS,SETP,SIDA,ISA SA ESP,UAEOS,ALC. VDPAR,GOB.GUAJ,ALC.BQILLA,ALC.CGENA,COL,FIND FORO,UNDP,DNP,GOB.TOLIMA"
00058570,2010,"Brazil","Reg Bur Latin Amer & Carib",2361022.86,80851.77,11,"Caixa,BRA"
00058570,2011,"Brazil","Reg Bur Latin Amer & Carib",3541540.69,1012746.63,11,"Caixa,BRA"
00058580,2010,"China","Reg Bureau for Asia & Pacific",362977.09,362976.6,23,"MPU"
00058584,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",6484797.92,5959028.921,7,"UNFPA,AusAID,UNAIDS,OHCHR,OSI,UNAIDS,UNAIDS,UNICEF,UNDP,UNDP,AusAID,UNAIDS,UN Women,FF,NOR,AJWS,UNAIDS,OLYMPUS,UNDP,UNFPA"
00058584,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",7465416.24,6680210.92,7,"UNAIDS,UNICEF,UNDP,UNAIDS,OSI,OLYMPUS,UNDP,UNFPA,UN Women,AJWS,OHCHR,UNAIDS,AusAID,UNAIDS,UNAIDS,FF,NOR,AusAID,UNFPA"
00058588,2010,"Comoros","Reg Bureau for Africa",583982.22,554119.93,11,"LAS,EUCOMM,FRA"
00058588,2011,"Comoros","Reg Bureau for Africa",364097,363023.64,11,"LAS,EUCOMM"
00058590,2010,"Cuba","Reg Bur Latin Amer & Carib",247658.54,247658.54,17,"MOFACSPAIN"
00058590,2011,"Cuba","Reg Bur Latin Amer & Carib",223715.71,202363.56,17,"MOFACSPAIN"
00058591,2010,"Cameroon, Republic of","Reg Bureau for Africa",1366000,314735.744,23,"UNDP,JPN,MON"
00058591,2011,"Cameroon, Republic of","Reg Bureau for Africa",1614000,718370.25,0,"JPN"
00058592,2010,"Cuba","Reg Bur Latin Amer & Carib",117841.99,117841.99,11,"UNDP(JPAA)"
00058592,2011,"Cuba","Reg Bur Latin Amer & Carib",1429755.54,1422598.56,11,"UNDP(JPAA)"
00058593,2010,"Tajikistan","Reg Bur for Europe & CIS",12164872.28,11950266.61,7,"GFATM"
00058593,2011,"Tajikistan","Reg Bur for Europe & CIS",7858778.29,7694652.43,7,"GFATM"
00058594,2010,"Tajikistan","Reg Bur for Europe & CIS",4102303.95,3560027.57,7,"GFATM"
00058594,2011,"Tajikistan","Reg Bur for Europe & CIS",3872988.46,3403672.63,7,"GFATM"
00058595,2010,"Colombia","Reg Bur Latin Amer & Carib",221188,115577.2,1,"UNDP(JPAA)"
00058595,2011,"Colombia","Reg Bur Latin Amer & Carib",247233.35,185623.54,1,"UNDP(JPAA)"
00058596,2010,"Tonga","Reg Bureau for Asia & Pacific",262648.75,106307.41,"","UNDP"
00058596,2011,"Tonga","Reg Bureau for Asia & Pacific",168000,103671.38,"","UNDP"
00058597,2010,"Iraq","Reg Bur for Arab States",1882445.02,1037288.84,11,"DFID"
00058597,2011,"Iraq","Reg Bur for Arab States",465507.5,293452.06,16,"DFID"
00058599,2010,"Tajikistan","Reg Bur for Europe & CIS",10153998.34,8235121.16,7,"GFATM"
00058599,2011,"Tajikistan","Reg Bur for Europe & CIS",14154212.8,14013242.77,7,"GFATM"
00058601,2010,"El Salvador","Reg Bur Latin Amer & Carib",25000,22014.13,17,"GEFTrustee"
00058602,2010,"Brazil","Reg Bur Latin Amer & Carib",62291.64,59731.51,1,"UNDP,PRIVSECT,CiaAlianca"
00058602,2011,"Brazil","Reg Bur Latin Amer & Carib",5000,4995.75,1,"UNDP,CiaAlianca"
00058603,2010,"Montenegro","Reg Bur for Europe & CIS",136403,80065.76,1,"NOR,UNDP"
00058603,2011,"Montenegro","Reg Bur for Europe & CIS",150401.29,113610.83,1,"UNDP,NOR"
00058605,2010,"Liberia","Reg Bureau for Africa",800000,603186.4,21,"UNDP"
00058605,2011,"Liberia","Reg Bureau for Africa",938606,855150.05,21,"UNDP"
00058607,2010,"Somalia","Reg Bur for Arab States",11060558.95,9125193.9,13,"UNFPA,UKM,SWE,UNDP,SWE,DFID,NOR,SIDA,UNDP,UNDCP,EU,NOR,EU,SIDA,USAID,UNDP,GER,DFID,DFID,GER,NOR,EU,EU,NOR,NOR,EU,DEN,NET,EU,C/S-ROK,EU,DFID,DEN,SWE,NOR,BEL,NOR,BEL,DFID,DEN,UNDP,EU,UNPOS,SIDA,DEN,PBF,JPN,UNDP"
00058607,2011,"Somalia","Reg Bur for Arab States",11091802.71,7441115.92,"","UNFPA,SIDA,DEN,C/S-ROK,DEN,NOR,UNDP,NET,EU,NOR,NOR,DFID,EU,NOR,BEL,DFID,SIDA,UNDP,GER,DFID,DFID,NOR,EU,UNPOS,NOR,NOR,UNDP,EU,DEN,EU,SWE,UNDCP,EU,EU,USAID,DEN,UKM,SWE,GER,EU,UNDP,BEL,PBF,JPN,DFID,SIDA"
00058608,2010,"Serbia","Reg Bur for Europe & CIS",96872.1,6781.05,23,"UNDP,OSCE"
00058608,2011,"Serbia","Reg Bur for Europe & CIS",93191.05,93150.06,23,"OSCE,UNDP"
00058610,2010,"Ghana","Reg Bureau for Africa",87150,87122.73,"","UNDP"
00058611,2010,"Viet Nam","Reg Bureau for Asia & Pacific",595147,465096.54,17,"USAID"
00058611,2011,"Viet Nam","Reg Bureau for Asia & Pacific",47564,34855.32,17,"USAID"
00058613,2010,"Benin","Reg Bureau for Africa",187866.53,178866.53,25,"UNDP,BEN"
00058613,2011,"Benin","Reg Bureau for Africa",79000,70479.5,25,"BEN,UNDP"
00058614,2010,"Somalia","Reg Bur for Arab States",2996731.51,2247809.35,13,"UNHCR,DFID,DEN,UNDP,DEN,GER,DEN,GER,ITA,UNDCP,NOR,UNDP,SWE,EU,ITA,NOR,UNICEF,SIDA,DFID,EU,WHO,ITA,SIDA,UNDCP,NOR,UNDP,SWE,UNDCP,NOR,DFID,DFID,EU,EU"
00058614,2011,"Somalia","Reg Bur for Arab States",5946882.32,4379868.08,11,"UNHCR,UNICEF,ITA,DFID,EU,UNDP,UNDCP,DEN,GER,ITA,DEN,EU,NOR,DFID,UNDCP,NOR,SWE,EU,DFID,NOR,NOR,SIDA,UNDP,DEN,GER,WHO,DFID,SIDA,ITA,UNDP,UNDCP,EU"
00058615,2010,"South Africa","Reg Bureau for Africa",100000,61333.84,1,"UNDP"
00058616,2010,"Somalia","Reg Bur for Arab States",1616139.36,1634532.66,21,"BEL,JPN,DFID,NOR,DEN,EU,UNDP,GER"
00058616,2011,"Somalia","Reg Bur for Arab States",8047786.05,4831255.66,18,"NOR,UNDP,BEL,DFID,GER,JPN,EU,JPN,DEN"
00058619,2010,"Panama","Reg Bur Latin Amer & Carib",421341.35,401112.65,"","UNDP"
00058619,2011,"Panama","Reg Bur Latin Amer & Carib",20228.7,16981.6,"","UNDP"
00058628,2010,"Paraguay","Reg Bur Latin Amer & Carib",334122.78,317956.51,23,"BRA,UNDP"
00058628,2011,"Paraguay","Reg Bur Latin Amer & Carib",203969.38,192069.74,23,"UNDP,BRA"
00058633,2010,"Viet Nam","Reg Bureau for Asia & Pacific",100000,72032.94,17,"UNDP"
00058634,2010,"Chad","Reg Bureau for Africa",90000,89173.06,23,"GEFTrustee,UNDP"
