project_id,fiscal_year,operating_unit,region,budget,expenditure,outcome,donor
00044207,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",57182,56710.19,"","JPN,UNDP"
00044209,2011,"Madagascar","Reg Bureau for Africa",0,29.91,12,"UNDP,FRA,EU,SWI,NOR"
00044212,2010,"Honduras","Reg Bur Latin Amer & Carib",275917.16,194651.804,1,"ITA"
00044212,2011,"Honduras","Reg Bur Latin Amer & Carib",4478.58,1381.79,1,"ITA"
00044219,2010,"Burkina Faso","Reg Bureau for Africa",902000,913855.24,11,"UNDP"
00044219,2011,"Burkina Faso","Reg Bureau for Africa",387483.09,386517.88,11,"UNDP"
00044225,2010,"Egypt","Reg Bur for Arab States",925345.76,835346.54,1,"UNDP,MOSS"
00044225,2011,"Egypt","Reg Bur for Arab States",861580.73,565131.5,1,"MOSS,UNDP"
00044231,2010,"Burkina Faso","Reg Bureau for Africa",75500,42323.94,15,"UNDP"
00044232,2010,"Burkina Faso","Reg Bureau for Africa",187000,179254.25,15,"UNDP"
00044232,2011,"Burkina Faso","Reg Bureau for Africa",200,477.37,11,"UNDP"
00044234,2010,"Burkina Faso","Reg Bureau for Africa",150000,37135.27,15,"UNDP"
00044234,2011,"Burkina Faso","Reg Bureau for Africa",60485,59272.31,0,"UNDP"
00044236,2010,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",207315.11,190830.93,11,"UNDP,NOR"
00044236,2011,"Macedonia, former Yugoslav Rep","Reg Bur for Europe & CIS",180513.04,176676.18,11,"UNDP,NOR"
00044247,2010,"Mali","Reg Bureau for Africa",16500,9336.62,"","MLI,UNDP"
00044247,2011,"Mali","Reg Bureau for Africa",14779,5732.93,1,"UNDP,MLI"
00044253,2010,"Gambia","Reg Bureau for Africa",6500,1250.66,9,"UNDP,EU,DFID"
00044253,2011,"Gambia","Reg Bureau for Africa",100.97,100.48,9,"EU,DFID,UNDP"
00044254,2010,"Lesotho","Reg Bureau for Africa",0,662.42,1,"UNDP"
00044254,2011,"Lesotho","Reg Bureau for Africa",0,72.91,1,"UNDP"
00044255,2010,"China","Reg Bureau for Asia & Pacific",0,4954.59,23,"CPR"
00044257,2010,"Indonesia","Reg Bureau for Asia & Pacific",0,0.01,22,"UNDP"
00044258,2010,"Malawi","Reg Bureau for Africa",1371047,1122742.748,11,"UNDP,UNDP(JPAA),MDG Cnetre"
00044258,2011,"Malawi","Reg Bureau for Africa",790044,597435.68,11,"UNDP,UNDP(JPAA),MDG Cnetre"
00044264,2010,"Guinea","Reg Bureau for Africa",100000,87711.47,3,"UNDP,EU"
00044264,2011,"Guinea","Reg Bureau for Africa",157000,137723.53,3,"UNDP,EU"
00044266,2010,"Benin","Reg Bureau for Africa",0,370.32,1,"UNDP"
00044274,2010,"China","Reg Bureau for Asia & Pacific",5000000,4923313.32,1,"UNDP,CPR"
00044274,2011,"China","Reg Bureau for Asia & Pacific",7240000,7055882.45,1,"UNDP,CPR"
00044278,2010,"Ethiopia","Reg Bureau for Africa",62459,6777.99,"","UN"
00044280,2010,"Burkina Faso","Reg Bureau for Africa",161500,146483.12,11,"UNDP"
00044280,2011,"Burkina Faso","Reg Bureau for Africa",0,193.36,11,"UNDP"
00044287,2010,"Cambodia","Reg Bureau for Asia & Pacific",4514.2,4514.2,"","UNDP,EU"
00044289,2010,"Ghana","Reg Bureau for Africa",356960,345649.71,10,"UNDP,UNIDO,UNDSS,FRA"
00044289,2011,"Ghana","Reg Bureau for Africa",360991.75,358427.06,10,"UNIDO,UNDP,FRA"
00044295,2010,"Cameroon, Republic of","Reg Bureau for Africa",16892.29,8229.712,1,"AGFUND,AGFUND"
00044296,2010,"Bolivia","Reg Bur Latin Amer & Carib",2487850.88,2472654.97,"","GFATM,GFATM,GFATM,GFATM,GFATM,GFATM"
00044296,2011,"Bolivia","Reg Bur Latin Amer & Carib",4116150.06,4012204.02,"","GFATM,GFATM,GFATM,GFATM,GFATM,GFATM,GFATM"
00044301,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",2264341.27,2022925.22,23,"SIDA,SIDA,NET,NET"
00044301,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",502943.35,1690022.89,23,"NET,SIDA,SIDA,NET"
00044306,2010,"Burkina Faso","Reg Bureau for Africa",815191.91,749351.36,11,"UNDP"
00044306,2011,"Burkina Faso","Reg Bureau for Africa",137304,134555.71,1,"UNDP"
00044322,2010,"Viet Nam","Reg Bureau for Asia & Pacific",548150.14,488760.99,0,"NET,NOR,UNDP"
00044322,2011,"Viet Nam","Reg Bureau for Asia & Pacific",613193.82,357549.96,0,"NOR,NET,UNDP"
00044329,2010,"Bratislava Regional Center","Reg Bur for Europe & CIS",65000,64258.81,1,"UNDP"
00044329,2011,"Bratislava Regional Center","Reg Bur for Europe & CIS",47974,47254.73,25,"UNDP"
00044331,2011,"Afghanistan","Reg Bureau for Asia & Pacific",0,52514.85,19,"SWI,EU,USA,DFID,CAN,AUL,UKM,DFAIT,UNDP,GER,ITA,NOR,FIN"
00044345,2010,"Honduras","Reg Bur Latin Amer & Carib",1319962.12,639995.951,1,"ITA,ITA,UND"
00044345,2011,"Honduras","Reg Bur Latin Amer & Carib",1411869.62,1214558.55,1,"ITA,UND,ITA"
00044347,2010,"Bahrain","Reg Bur for Arab States",100000,97683.05,11,"UNDCP,BAH,UNDP"
00044347,2011,"Bahrain","Reg Bur for Arab States",69067.14,35243.96,11,"UNDCP,UNDP,BAH"
00044348,2010,"Cameroon, Republic of","Reg Bureau for Africa",528962,469542.777,"","EU,CMR,UNDP,EUCOMM,EUCOMM,IBRD"
00044348,2011,"Cameroon, Republic of","Reg Bureau for Africa",25220,23177.86,0,"IBRD,UNDP,CMR"
00044351,2010,"Bolivia","Reg Bur Latin Amer & Carib",0,0.01,11,"UNDP"
00044353,2011,"Angola","Reg Bureau for Africa",5189.63,1923.86,7,"CDC ATLANT,NOR,UNDP,UNAIDS"
00044357,2010,"Armenia","Reg Bur for Europe & CIS",0,1010.85,"","UNDP"
00044358,2010,"Armenia","Reg Bur for Europe & CIS",2734,2295.39,"","NOR"
00044361,2010,"Armenia","Reg Bur for Europe & CIS",0,502.49,"","UNDP,SIDA,UNHCR"
00044362,2010,"Yemen","Reg Bur for Arab States",55000,4350.72,7,"YEM"
00044365,2011,"South Africa","Reg Bureau for Africa",26947,1762.79,11,"NOR,UNDP"
00044370,2010,"Senegal","Reg Bureau for Africa",0,27750.06,25,"NET"
00044370,2011,"Senegal","Reg Bureau for Africa",488.18,17.92,25,"NET"
00044384,2010,"Philippines","Reg Bureau for Asia & Pacific",0,7938.8,23,"UNDP,NET"
00044393,2010,"Argentina","Reg Bur Latin Amer & Carib",127828,15502.84,12,"NZAID,UNDP,GOB"
00044395,2010,"Burkina Faso","Reg Bureau for Africa",250000,199620.04,3,"UNDP"
00044395,2011,"Burkina Faso","Reg Bureau for Africa",0,47734.07,1,"UNDP"
00044399,2010,"Burkina Faso","Reg Bureau for Africa",644133.57,586194.338,25,"JPN,UNDP,UNDP,UNDP"
00044399,2011,"Burkina Faso","Reg Bureau for Africa",164373,140068.2,25,"UNDP,UNDP,JPN"
00044403,2010,"Mozambique","Reg Bureau for Africa",264210.02,195993.41,8,"UNDP,NOR"
00044403,2011,"Mozambique","Reg Bureau for Africa",188622.16,107256.67,8,"UNDP,NOR"
00044409,2010,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",179500,165776.18,"","UNDP,SNV"
00044409,2011,"Rgnl Center in Bangkok (RCB)","Reg Bureau for Asia & Pacific",37723.82,13992.41,"","UNDP,SNV"
00044410,2010,"Afghanistan","Reg Bureau for Asia & Pacific",297313,284166.75,12,"SWI,NOR,UNDP,CAN,IND,CIDA,AUL,GER"
00044410,2011,"Afghanistan","Reg Bureau for Asia & Pacific",0,160089.78,12,"NOR,AUL,SWI,GER"
00044414,2010,"Uganda","Reg Bureau for Africa",72907,84773.93,19,"NOR,UNDP"
00044419,2010,"Turkey","Reg Bur for Europe & CIS",412154,353798.35,23,"GEFTrustee,UNDP,TUR"
00044419,2011,"Turkey","Reg Bur for Europe & CIS",318869.22,300318.98,23,"GEFTrustee,TUR,UNDP"
00044420,2010,"Panama","Reg Bur Latin Amer & Carib",2093886,2053504.66,1,"GOVT"
00044420,2011,"Panama","Reg Bur Latin Amer & Carib",3553813,2146230.45,1,"GOVT"
00044421,2010,"Malaysia","Reg Bureau for Asia & Pacific",11951.45,11951.45,1,"UNDP,MYS"
00044434,2011,"Egypt","Reg Bur for Arab States",138921.31,127233.1,11,"ITA,UNDP"
00044436,2010,"Bahrain","Reg Bur for Arab States",46868,46988.59,11,"BAH,UNDP,BIPA"
00044437,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",5245,5081.58,"","RS"
00044440,2010,"Maldives","Reg Bureau for Asia & Pacific",53058.62,44976.32,25,"UNDP,MDV"
00044445,2010,"Afghanistan","Reg Bureau for Asia & Pacific",0,3.81,"","UKM"
00044452,2010,"St. Vincent and the Grenadines","Reg Bur Latin Amer & Carib",48852.34,24171.68,"","MPU"
00044452,2011,"St. Vincent and the Grenadines","Reg Bur Latin Amer & Carib",24680.66,8590.19,"","MPU"
00044453,2010,"El Salvador","Reg Bur Latin Amer & Carib",82900.6,82900.6,17,"GEFTrustee"
00044453,2011,"El Salvador","Reg Bur Latin Amer & Carib",39996.17,39996.17,25,"GEFTrustee"
00044461,2010,"Indonesia","Reg Bureau for Asia & Pacific",309585.26,305365.89,22,"DEN,UNDP,DEN,CIDA,DEN"
00044463,2010,"Bosnia and Herzegovina","Reg Bur for Europe & CIS",7490,7358.5,"","NET"
00044467,2010,"Uganda","Reg Bureau for Africa",0,55.22,"","UNDP"
00044469,2010,"Liberia","Reg Bureau for Africa",171210,158339.585,23,"CDI,UNDP,IRE"
00044472,2011,"Dominica","Reg Bur Latin Amer & Carib",57000.21,18079.68,"","MPU"
00044473,2010,"Uganda","Reg Bureau for Africa",0,8130.69,1,"UNDP"
00044479,2010,"Côte d’Ivoire","Reg Bureau for Africa",150000,125299.76,16,"IVC,UNDP"
00044479,2011,"Côte d’Ivoire","Reg Bureau for Africa",92000,87148.87,16,"IVC,UNDP"
00044481,2010,"St. Vincent and the Grenadines","Reg Bur Latin Amer & Carib",50000,14499.64,"","UNDP"
00044481,2011,"St. Vincent and the Grenadines","Reg Bur Latin Amer & Carib",30000,3004.71,"","UNDP"
00044487,2010,"Afghanistan","Reg Bureau for Asia & Pacific",1534000,1310769.46,17,"UNDP"
00044487,2011,"Afghanistan","Reg Bureau for Asia & Pacific",453000,402060.47,17,"UNDP,BEL,EU"
00044493,2011,"Timor-Leste","Reg Bureau for Asia & Pacific",242,241.86,19,"UNHCR,AUL,UNDP"
00044494,2010,"China","Reg Bureau for Asia & Pacific",270000,253116.98,1,"UNDP"
00044494,2011,"China","Reg Bureau for Asia & Pacific",224301.02,227055.79,1,"CPR,UNDP,PS"
00044497,2010,"Seychelles","Reg Bureau for Africa",101591.91,47469.927,"","EU,EU"
00044497,2011,"Seychelles","Reg Bureau for Africa",31305,30019.09,"","EU,EU"
00044499,2010,"Samoa","Reg Bureau for Asia & Pacific",212628.98,93696.11,1,"COS,NZE,UNDP,NZE,UNDP,NZE,UNDP,UNDP,NZE"
00044499,2011,"Samoa","Reg Bureau for Asia & Pacific",190139.41,146396.11,1,"NZE,UNDP,NZE,NZE,NZE,UNDP,UNDP"
00044507,2010,"Mali","Reg Bureau for Africa",83395,43517.22,23,"UNDP"
00044507,2011,"Mali","Reg Bureau for Africa",2134,2134,23,"UNDP"
00044511,2010,"Philippines","Reg Bureau for Asia & Pacific",184742.21,105058.52,23,"AUL,AUL"
00044511,2011,"Philippines","Reg Bureau for Asia & Pacific",567727.4,493245.72,23,"AUL"
00044516,2010,"Prog for Palestinian People","Prog for Palestinian People",20212.33,20212.318,0,"UNDP,NOR"
00044516,2011,"Prog for Palestinian People","Prog for Palestinian People",19074.31,4450.48,0,"NOR"
00044519,2010,"Guinea-Bissau","Reg Bureau for Africa",278613.18,31284.07,25,"MPU"
00044519,2011,"Guinea-Bissau","Reg Bureau for Africa",81585.82,76558.87,25,"MPU"
00044526,2010,"Angola","Reg Bureau for Africa",716864.06,609630.388,25,"ANG,GEFTrustee,LEB-GM,UNDP"
00044526,2011,"Angola","Reg Bureau for Africa",522501.36,344108.15,25,"UNDP,ANG,GEFTrustee,LEB-GM"
00044528,2010,"Georgia","Reg Bur for Europe & CIS",434449.93,433962.92,15,"UNDP,GOVT"
00044528,2011,"Georgia","Reg Bur for Europe & CIS",274920.89,261309.7,14,"GOVT,UNDP"
00044535,2010,"Uruguay","Reg Bur Latin Amer & Carib",72501,92043.09,3,"DIPBARCELO,UNDP"
00044540,2010,"Egypt","Reg Bur for Arab States",28744.55,14784.32,15,"UNDP"
00044541,2010,"Egypt","Reg Bur for Arab States",236023.14,177508.9,14,"DFID,UNDP,UNDP"
00044541,2011,"Egypt","Reg Bur for Arab States",208208.7,63873.4,14,"UNDP"
00044547,2010,"Kenya","Reg Bureau for Africa",418569.33,361960.005,3,"ELS,UNDP,UN Women,DANIDA"
00044547,2011,"Kenya","Reg Bureau for Africa",245893.2,245068.13,3,"UNDP,DANIDA"
00044557,2010,"Gabon","Reg Bureau for Africa",775208.16,684828.906,1,"NET,UNDP,FRA,GAB,UND,GFATM,UNIDO"
00044557,2011,"Gabon","Reg Bureau for Africa",1967520,1276786.71,1,"UNDP,UND,FRA,GFATM,NET,GAB,UNIDO"
00044581,2010,"Guyana","Reg Bur Latin Amer & Carib",398722,374373.536,23,"EU"
00044581,2011,"Guyana","Reg Bur Latin Amer & Carib",6987,6986.9,23,"EU"
00044583,2010,"Samoa","Reg Bureau for Asia & Pacific",8304.66,4801.78,14,"UNDP"
00044584,2010,"Indonesia","Reg Bureau for Asia & Pacific",527256.33,479226.39,13,"EU,UNDP,NET,IDA-MDTFAN"
00044584,2011,"Indonesia","Reg Bureau for Asia & Pacific",100001,88203.8,14,"UNDP,NET,EU"
00044585,2010,"Lao People's Democratic Republ","Reg Bureau for Asia & Pacific",105000,69278.07,13,"UNDP"
00044600,2010,"Zambia","Reg Bureau for Africa",168742.99,155933.86,1,"UNDP"
00044601,2010,"Dominica","Reg Bur Latin Amer & Carib",22000,3076,"","UNDP"
00044611,2010,"South Africa","Reg Bureau for Africa",95000,80074.01,"","GEFTrustee"
00044612,2010,"Lesotho","Reg Bureau for Africa",139965,136384.471,1,"SPA,ILO,UNICEF,LES,UNDP,WHO"
00044612,2011,"Lesotho","Reg Bureau for Africa",37008,35232.89,1,"UNDP,ILO,WHO,LES,UNICEF,SPA"
00044615,2010,"Burkina Faso","Reg Bureau for Africa",43472.3,27214.966,14,"UNESCO,UNICEF,UNDP(JPAA),UNDP,UNFPA"
00044615,2011,"Burkina Faso","Reg Bureau for Africa",172.15,172.15,11,"UNESCO,UNICEF,UNDP(JPAA),UNFPA"
00044619,2010,"St. Lucia","Reg Bur Latin Amer & Carib",40000,31781.91,"","UNDP"
00044619,2011,"St. Lucia","Reg Bur Latin Amer & Carib",23000,22726.39,"","UNDP"
00044620,2010,"Jamaica","Reg Bur Latin Amer & Carib",1129909.67,1304534.31,0,"GEFTrustee"
00044620,2011,"Jamaica","Reg Bur Latin Amer & Carib",529157.69,415946.11,0,"GEFTrustee"
00044623,2010,"Somalia","Reg Bur for Arab States",1166977.26,608220.53,9,"DEN,EU,USAID,ITA,NOR,NOR,EU,USAID,NET,DFID,SIDA,SWE,DFID,ITA"
00044623,2011,"Somalia","Reg Bur for Arab States",1,22680,"","DEN,ITA,EU,NET,SWE,NOR,DFID,USAID"
00044625,2010,"Albania","Reg Bur for Europe & CIS",513275,407828.27,11,"UNDP,ITA,EU"
00044625,2011,"Albania","Reg Bur for Europe & CIS",675574,541356.19,11,"EU,UNDP,ITA"
00044626,2011,"Comoros","Reg Bureau for Africa",29633,29633.12,11,"EU,UNDP"
00044628,2010,"Paraguay","Reg Bur Latin Amer & Carib",487060,74282.06,11,"GOBIERNO"
00044628,2011,"Paraguay","Reg Bur Latin Amer & Carib",901596.49,578490.11,11,"GOBIERNO"
00044631,2010,"Grenada","Reg Bur Latin Amer & Carib",40000,29717.8,"","UNDP"
00044631,2011,"Grenada","Reg Bur Latin Amer & Carib",10000,8670.55,"","UNDP"
00044633,2010,"Samoa","Reg Bureau for Asia & Pacific",909483,501938.72,23,"GEFTrustee"
00044633,2011,"Samoa","Reg Bureau for Asia & Pacific",1814410.73,793406.23,23,"GEFTrustee"
00044643,2010,"Honduras","Reg Bur Latin Amer & Carib",191541.97,44574.319,1,"UNDP,SAG"
00044651,2010,"Niger","Reg Bureau for Africa",1528343.83,1478894.069,7,"GFATM,UNDP"
00044651,2011,"Niger","Reg Bureau for Africa",773679.99,656891.43,7,"UNDP,GFATM"
00044659,2010,"China","Reg Bureau for Asia & Pacific",2970240,2676591.81,1,"UNDP,CPR"
00044659,2011,"China","Reg Bureau for Asia & Pacific",4801067,4811169.64,1,"UNDP,CPR"
00044660,2010,"China","Reg Bureau for Asia & Pacific",386582,341558.96,1,"CPR,UNDP"
00044660,2011,"China","Reg Bureau for Asia & Pacific",0,408.56,1,"UNDP,CPR"
00044661,2010,"Jordan","Reg Bur for Arab States",1449.13,1459.5,1,"UNDP,ITA"
00044667,2010,"Lesotho","Reg Bureau for Africa",206100,201238.84,12,"UNDP,CAN,UKM,IRE,DFID"
00044667,2011,"Lesotho","Reg Bureau for Africa",28862,16906.72,12,"UNDP,IRE,CAN,UKM,DFID"
00044670,2010,"Paraguay","Reg Bur Latin Amer & Carib",100076.92,99277.63,11,"SPA"
00044675,2010,"Niger","Reg Bureau for Africa",2945250.2,1376631.556,7,"UNDP,GFATM"
00044675,2011,"Niger","Reg Bureau for Africa",1505930.13,1393142.27,7,"GFATM,UNDP"
00044676,2010,"Iraq","Reg Bur for Arab States",10602.98,10599.56,1,"UNDP"
00044678,2010,"Haiti","Reg Bur Latin Amer & Carib",1,2689.44,"","CAN,UNDP,ILAC"
00044681,2010,"Rwanda","Reg Bureau for Africa",98217,21043.505,14,"UNDP(JPAA)"
00044682,2010,"Brazil","Reg Bur Latin Amer & Carib",320085,349.48,13,"BRA"
00044688,2010,"Brazil","Reg Bur Latin Amer & Carib",7549110.28,5535129.38,25,"BRA"
00044688,2011,"Brazil","Reg Bur Latin Amer & Carib",6759736.58,5732198.83,25,"BRA"
00044691,2011,"Fiji","Reg Bureau for Asia & Pacific",26137.06,25040.06,23,"MPU"
00044693,2010,"Cambodia","Reg Bureau for Asia & Pacific",35886.84,35886.84,11,"UNDP,EU"
00044694,2010,"Micronesia, Federated Statesof","Reg Bureau for Asia & Pacific",120000,125440.24,"","GEFTrustee"
00044694,2011,"Micronesia, Federated Statesof","Reg Bureau for Asia & Pacific",281656,197326.73,"","GEFTrustee"
00044699,2010,"Jamaica","Reg Bur Latin Amer & Carib",15400,4248.9,0,"UNDP,GEFTrustee"
00044703,2011,"Malawi","Reg Bureau for Africa",108302.81,106227.05,23,"FIRM"
00044708,2010,"Venezuela","Reg Bur Latin Amer & Carib",18634.63,2918.27,"","MT,UNDP"
00044713,2010,"Nicaragua","Reg Bur Latin Amer & Carib",47851.54,41836.48,13,"UNDP"
00044713,2011,"Nicaragua","Reg Bur Latin Amer & Carib",27860,27725,13,"UNDP"
00044716,2010,"Argentina","Reg Bur Latin Amer & Carib",4082836.02,4083199.23,1,"GOB,UNDP"
00044716,2011,"Argentina","Reg Bur Latin Amer & Carib",690100,791920.31,1,"GOB,UNDP"
00044739,2010,"Ukraine","Reg Bur for Europe & CIS",68046.51,50346.61,15,"UNDP,EUCOMM"
00044751,2011,"Sudan, Republic of the","Reg Bur for Arab States",2307,2091.47,"","NOR,UNDP,NET,DFID"
00044752,2010,"Barbados","Reg Bur Latin Amer & Carib",8500,4588,6,"UNDP"
00044752,2011,"Barbados","Reg Bur Latin Amer & Carib",15000,13311,6,"UNDP"
00044759,2010,"Prog for Palestinian People","Prog for Palestinian People",110029.26,110029.232,0,"JPN"
00044759,2011,"Prog for Palestinian People","Prog for Palestinian People",571481.96,544545.95,0,"JPN"
00044766,2010,"St. Lucia","Reg Bur Latin Amer & Carib",28000,19659.2,"","STL,UNDP,FRA"
00044766,2011,"St. Lucia","Reg Bur Latin Amer & Carib",40230,35755.48,"","STL,UNDP,FRA"
00044773,2010,"Uruguay","Reg Bur Latin Amer & Carib",256806,232210.03,23,"CAN,GOB.URU."
00044773,2011,"Uruguay","Reg Bur Latin Amer & Carib",181023,79411.96,23,"GOB.URU.,CAN"
00044777,2011,"Guinea-Bissau","Reg Bureau for Africa",14083.68,14083.68,0,"UNDP,UNOCHA"
00044786,2010,"Fiji","Reg Bureau for Asia & Pacific",819907.36,464938.04,12,"UNDP,NZE,EU"
00044786,2011,"Fiji","Reg Bureau for Asia & Pacific",195649.18,129763.21,12,"UNDP,NZE,EU"
00044794,2010,"Paraguay","Reg Bur Latin Amer & Carib",1018,1017.09,0,"GOBIERNO"
00044795,2010,"Panama","Reg Bur Latin Amer & Carib",10274.25,10274.22,23,"GOVT"
00044798,2010,"Angola","Reg Bureau for Africa",0.01,3109.88,11,"UNDP,NOR"
00044798,2011,"Angola","Reg Bureau for Africa",3,0.83,11,"NOR,UNDP"
00044800,2010,"Uruguay","Reg Bur Latin Amer & Carib",78928.11,89375.05,3,"UNDP,GOB.URU."
00044800,2011,"Uruguay","Reg Bur Latin Amer & Carib",1,6406.11,"","GOB.URU."
00044801,2010,"Mauritius","Reg Bureau for Africa",106518,85653.208,1,"UNDP,GFATM"
00044801,2011,"Mauritius","Reg Bureau for Africa",8178,7432.73,1,"UNDP,GFATM"
00044804,2010,"Indonesia","Reg Bureau for Asia & Pacific",36543.62,2253.67,25,"TOTAL IDN,MPU,UNDP"
00044804,2011,"Indonesia","Reg Bureau for Asia & Pacific",60757.06,14987.03,23,"TOTAL IDN,UNDP"
00044812,2011,"Bolivia","Reg Bur Latin Amer & Carib",80488.5,80488.5,0,"HAMLPZ"
00044816,2010,"Dominican Republic","Reg Bur Latin Amer & Carib",2500,2009.34,1,"DOM"
00044821,2010,"Kazakhstan","Reg Bur for Europe & CIS",1062960.37,1045461.89,25,"GER,GEFTrustee,UNDP"
00044821,2011,"Kazakhstan","Reg Bur for Europe & CIS",239195,239407.7,25,"GER,UNDP,GEFTrustee"
00044825,2010,"Prog for Palestinian People","Prog for Palestinian People",1280540.32,1280540.316,0,"JPN,UNDP"
00044829,2010,"Brazil","Reg Bur Latin Amer & Carib",1952684.44,1477121.99,25,"IBRD"
00044829,2011,"Brazil","Reg Bur Latin Amer & Carib",2537140.62,570010.12,25,"IBRD"
00044833,2010,"Uruguay","Reg Bur Latin Amer & Carib",534640,475480.91,11,"ONSC,GOB.URU.,UNDP"
00044833,2011,"Uruguay","Reg Bur Latin Amer & Carib",151667,139430.91,11,"UNDP,GOB.URU.,ONSC"
00044836,2010,"Uruguay","Reg Bur Latin Amer & Carib",228246,166831.47,11,"DINACIA"
00044843,2010,"Lebanon","Reg Bur for Arab States",1036608,851550.71,23,"FRA,UNOCHA,CIDA,UNDP,UNDP,CAN,BRA,SIDA,MNC,SIDA,EU,SIDA,SWE,UNDP,CAN,JPN,AUS"
00044843,2011,"Lebanon","Reg Bur for Arab States",82747,65400.23,9,"FRA,UNDP"
00044862,2010,"Bureau for Dev. Policy","Bureau for Dev. Policy",460560.05,317051.61,25,"UNDP,LUX,UNDP,UNDP,LUX,UNDP,LUX,UNDP"
00044862,2011,"Bureau for Dev. Policy","Bureau for Dev. Policy",300148.53,96965.31,25,"LUX,LUX,UNDP,LUX,LUX"
00044866,2010,"Mali","Reg Bureau for Africa",539,538,"","UNDP"
00044869,2010,"Mali","Reg Bureau for Africa",72762,16275.76,1,"UNDP,MLI"
00044869,2011,"Mali","Reg Bureau for Africa",173,173,1,"UNDP,MLI"
00044871,2010,"Congo","Reg Bureau for Africa",304428,306935.078,18,"SWE,UNDP,PRC,UNDP,JPN"
00044871,2011,"Congo","Reg Bureau for Africa",43516,42844.85,18,"JPN,UNDP"
00044878,2010,"Prog for Palestinian People","Prog for Palestinian People",2691504.45,2561162.38,"","UNDP,SPA"
00044878,2011,"Prog for Palestinian People","Prog for Palestinian People",2913222.9,2390308.04,"","UNDP"
00044881,2010,"Panama","Reg Bur Latin Amer & Carib",50137.34,49518.97,8,"GOVT,UNDP"
00044885,2010,"Uganda","Reg Bureau for Africa",0,48116.59,1,"UNDP"
00044885,2011,"Uganda","Reg Bureau for Africa",120000,99184.92,"","UNDP"
00044887,2010,"Tonga","Reg Bureau for Asia & Pacific",7823.51,9904.34,"","GEFTrustee,UNDP"
00044892,2011,"Reg Bureau for Africa","Reg Bureau for Africa",0,3337.67,0,"SIDA,UNDP,AUL"
00044895,2010,"Sudan, Republic of the","Reg Bur for Arab States",1135751.36,806755.14,"","UNDP,UNDP(JPAA),UNDP(JPAA)"
00044895,2011,"Sudan, Republic of the","Reg Bur for Arab States",315267.19,55037.26,"","UNDP(JPAA),UNDP(JPAA),UNDP"
00044903,2011,"Liberia","Reg Bureau for Africa",405269.24,778.51,11,"LIR,AUL,UNDP,GFATM,EU,UNDP(JPAA),FRA,SIDA"
00044932,2010,"Argentina","Reg Bur Latin Amer & Carib",295503,289676.26,10,"GOB"
00044932,2011,"Argentina","Reg Bur Latin Amer & Carib",296212,261668.42,10,"GOB"
00044934,2010,"Burkina Faso","Reg Bureau for Africa",50000,48246.61,11,"UNDP"
00044934,2011,"Burkina Faso","Reg Bureau for Africa",108000,86730.79,11,"UNDP"
00044937,2011,"Liberia","Reg Bureau for Africa",113551,113550.18,23,"UNDP,IBRD"
00044945,2010,"Liberia","Reg Bureau for Africa",378509.32,304281.036,19,"NET,BEL,IRE,UNDP,USA,NOR"
00044945,2011,"Liberia","Reg Bureau for Africa",67530.86,59081.65,19,"BEL,USA,IRE,NET,UNDP,NOR"
00044949,2010,"Uzbekistan","Reg Bur for Europe & CIS",360417.62,360005.41,3,"GOVT,UNDP,ITA"
00044950,2010,"Lebanon","Reg Bur for Arab States",4508548.47,3678771.05,1,"ALM,UNDP,ALM,BEL,ESP-ACCD,MNC,ESP-ACCD,REGIONE VE,MNC,AECI,ITA,ITA,ALM,PRIVSECT,ESP-ACCD,AECI,LRF,CoL,ITA,LRF,MNC,AECI,ITA,LRF,BEL,LOMBARDIA,ALM,BEL,ITA,LRF,AECI,BEL,AEXCID,UNDP,ALM,ITA,LRF,AECI,LRF,REGIONE VE,MNC"
00044950,2011,"Lebanon","Reg Bur for Arab States",3048752.19,2371685.19,1,"AECI,ALM,UNDP,ESP-ACCD,REGIONE VE,ALM,LOMBARDIA,PRIVSECT,MNC,ITA,LRF,ITA,ALM,ITA,BEL,UNDP,ALM,BEL,ITA,LRF,REGIONE VE,LRF,MNC,AECI,AEXCID,ESP-ACCD,MNC,AECI,ESP-ACCD,AECI,LRF,ALM,BEL,AECI,CoL,LRF,ITA,MNC"
00044960,2010,"Dominica","Reg Bur Latin Amer & Carib",40000,27970.64,"","UNDP"
00044960,2011,"Dominica","Reg Bur Latin Amer & Carib",32000,5009.77,"","UNDP"
00044966,2010,"Somalia","Reg Bur for Arab States",1119699,731046.56,22,"UNDP,UNAIDS,UNICEF,DFID,IOM,UNICEF,UNICEF,UNHCR,UNFPA"
00044966,2011,"Somalia","Reg Bur for Arab States",1223948.31,1020510.23,"","UNHCR,IOM,UNICEF,UNFPA,UNDP,UNAIDS,UNICEF,UNICEF"
00044967,2010,"Uruguay","Reg Bur Latin Amer & Carib",776140,711719.48,1,"MIDES,GOB.URU.,GOB.URU."
00044967,2011,"Uruguay","Reg Bur Latin Amer & Carib",1410123,780401.49,3,"GOB.URU.,GOB.URU.,MIDES"
