"hq_co","bureau","operatingunit","awardID","award_title","award_description","start_date","end_date","institutionid","inst_descr","inst_type","inst_type_descr","fiscal_year","budget","expenditure"
"HQ","BDP","H21","00048843","United Nations Millennium Campaign"," ","2008-01-01 00:00:00","2012-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","347079.73","23305.03"
"HQ","BDP","H21","00048874","Water Resources Governance in Africa","PIMS 3930 IW FSP:  Regional Dialogue and Twinning to Improve Transboundary Water Resources Governance in Africa","2008-01-01 00:00:00","2012-12-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","80000","79045.22"
"HQ","BDP","H21","00049394","Good Practices and Portfolio Learning","PIMS 3799 IW MSP:  Good Practices and Portfolio Learning in GEF Transboundary Freshwater and Marine Legal and Institutional Frameworks","2008-02-12 00:00:00","2012-12-31 00:00:00","00225","NON-GOVERNMENT ORGANIZATION","NGL","Local NGO","2011","460164","261528"
"HQ","BDP","H21","00049579","Caribbean Large Marine Ecosystem","Sustainable Management of the Shared Living Marine Resources of the Caribbean Large Marine Ecosystem (CLME) and Adjacent Regions","2008-02-29 00:00:00","2012-12-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","2591510.28","1830089.37"
"HQ","BDP","H21","00049718","Strategic Action Programme for Lake Tanganyika","Partnership Interventions for the Implementation of the Strategic Action Programme for Lake Tanganyika","2008-04-01 00:00:00","2013-12-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","3708234.06","2378782.1"
"HQ","BDP","H21","00049909","BDP/HIV/AIDS 2008/9 UBW Global","Gender, Human Rights and Sexual Diversity","2008-03-20 00:00:00","2010-09-30 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","0","-25857.3"
"HQ","BDP","H21","00049935","BDP/HIV/AIDS 2008/9 UBW Western Africa"," ","2008-04-02 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","0","6299.2"
"HQ","BDP","H21","00049936","BDP/HIV/AIDS 2008/9 UBW Southern Africa"," ","2008-03-20 00:00:00","2009-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","0","-3715.5"
"HQ","BDP","H21","00050169","UNDP Water Governance Support Programme","Energy and Environment Group Project - UNDP Water Governance Facility Phase II, 2008 - 2011","2008-12-19 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1227516.75","964852.53"
"HQ","BDP","H21","00050240","Global Programme 2008-2013"," ","2008-06-09 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","8548357.06","8548054.6"
"HQ","BDP","H21","00050304","GPPS III","Global Programme for Parliamentary Strengthening III","2009-01-01 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","2787390.81","1859564.72"
"HQ","BDP","H21","00050333","Creating an enabling policy and institutional framework"," ","2008-07-01 00:00:00","2010-12-31 00:00:00","01283","NGO (International)","NGI","International NGO","2011","2504.97","1612.8"
"HQ","BDP","H21","00050660","Policy Options to Address Climate Change"," ","2008-01-01 00:00:00","2012-12-31 00:00:00","02187","UN Office for Project Services","ACY","UN Agency","2011","642269.77","643892.38"
"HQ","BDP","H21","00050716","Capacity Development for Aid Effectiveness"," ","2009-06-15 00:00:00","2013-12-31 00:00:00","02580","UNDP (Direct Execution)","UND","UNDP","2011","2569456.03","1946095.85"
"HQ","BDP","H21","00050870","PIMS 4164 IW PPG: LEARN"," ","2008-09-22 00:00:00","2010-01-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","118.73","118.73"
"HQ","BDP","H21","00051146","International Policy Centre for Inclusive Growth"," ","2009-01-01 00:00:00","2013-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","1960895.32","1476188.13"
"HQ","BDP","H21","00051325","EEG BD PIMS 4238 GLOPrg. Mainstr BD Mgt into Econom Sect","Biodiversity Global Programme 2008 – 2010: Mainstreaming Biodiversity into Economic Sector Governance Systems and Product Supply Chains","2009-01-01 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1331324","835213.85"
"HQ","BDP","H21","00051375","PIMS 4240: FSP (Japan) Sup'ting CC in Africa"," ","2008-12-01 00:00:00","2012-12-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","3378945.48","4525985.63"
"HQ","BDP","H21","00056482","COORDINATED SUPPORT TO ACHIEVE THE MDGs","This project will help accelerate progress towards the achievement of the MDGs","2009-01-01 00:00:00","2012-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","936853.31","317794.86"
"HQ","BDP","H21","00056510","Programme on Anti-Corruption Development Effectiveness"," ","2008-01-01 00:00:00","2015-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","2970475","2784564.28"
"HQ","BDP","H21","00056574","Integrating CC Risks into Dev. Planning & Programming","Integrating climate change risks into development planning and programming (ICCP)","2009-08-06 00:00:00","2012-06-30 00:00:00","99999","UNDP","UND","UNDP","2011","1640785","1033463.66"
"HQ","BDP","H21","00056581","Knowledge Management 2009-2012","Implementation of Knowledge Strategy for UNDP. Provision of knowledge-based services and results-based solutions to partners. Development of web-based knowledge platform to support these outcomes.","2009-01-16 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1158428.4","1137070.03"
"HQ","BDP","H21","00056603","POLICIES AND STRATEGIES FOR INCLUSIVE DEVELOPMENT"," ","2009-01-01 00:00:00","2013-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","3152377.83","757083.48"
"HQ","BDP","H21","00056636","Global Programme for the Electoral Cycle Suport (GPECS)"," ","2009-07-01 00:00:00","2012-12-31 00:00:00","02557","UNDP (Direct Execution)","UND","UNDP","2011","10585472","7441031.96"
"HQ","BDP","H21","00056678","POLICIES AND STRATEGIES TO FOSTER INCL. GLOBALIZATION"," ","2009-01-01 00:00:00","2013-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","2056164.39","1461597.64"
"HQ","BDP","H21","00056689","UN-REDD Programme – International Support Functions","UN-REDD Programme – International Support Functions","2009-01-29 00:00:00","2012-03-31 00:00:00","99999","UNDP","UND","UNDP","2011","3786233.27","3490015.1"
"HQ","BDP","H21","00056743","Environment and Energy Global programme 2009-2013","Environment and Energy Global programme 2009-2013","2009-02-04 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","7828627.44","5276898.18"
"HQ","BDP","H21","00056808","Implementation of the UNDP GES 2008-2013"," ","2009-01-01 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1948705","1146692.24"
"HQ","BDP","H21","00056969","Portfolio Learning in International Waters","IW:LEARN  Portfolio Learning in Itnernational Waters with a Focus on Oceans, coasts, and Islands and Regional Asia/Pacific and Coral Triangle Learning Processes","2009-04-01 00:00:00","2012-12-31 00:00:00","02595","UN Office for Project Services","ACY","UN Agency","2011","324596.36","192408.3"
"HQ","BDP","H21","00057051","SGP COMPACT II – WH-LEEP","SGP COMPACT II – WH-LEEP (World Heritage Ecological Entrepreneurship Program) - UNP-GLO-07-435","2009-02-10 00:00:00","2013-09-30 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","199660","208841.85"
"HQ","BDP","H21","00057169","Gender Mainstreaming in Climate change processes"," ","2009-01-01 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","470400","99978.04"
"HQ","BDP","H21","00057291","Oslo Governance Centre DGTTF Funded Programmes","Oslo Governance Centre DGTTF Funded Programmes","2009-04-23 00:00:00","2013-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","3929930","3534429.49"
"HQ","BDP","H21","00057501","Democratic Governance Group 2009 -2013"," ","2009-05-18 00:00:00","2013-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","3548848","2549297.26"
"HQ","BDP","H21","00058021","UNDP Reponse to the Economic Crisis"," ","2009-07-30 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1279743","452749.15"
"HQ","BDP","H21","00058071","Learning Network for Capacity Development - LenCD"," ","2010-01-01 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","455554.62","305225.57"
"HQ","BDP","H21","00058178","Support to Implement CCD in W.Asia & N.Africa (Phase IV)"," ","2009-08-24 00:00:00","2013-06-30 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","696570","546304.09"
"HQ","BDP","H21","00058229","PIMS 3248 Piloting CC adaptation to protect human health","PIMS 3248 Piloting CC adaptation to protect human health","2010-01-01 00:00:00","2014-12-31 00:00:00","02585","World Health Organization","ACY","UN Agency","2011","1588000","539845"
"HQ","BDP","H21","00058330","PIMS 4219 IW PPG Global IW:LEARN","GEF IW: LEARN: Strengthening IW Portfolio Delivery and Impact","2009-10-01 00:00:00","2011-12-31 00:00:00","02187","UN Office for Project Services","ACY","UN Agency","2011","31736.13","30682.43"
"HQ","BDP","H21","00058584","BDP/HIV/AIDS 2010/2011 UBW Global"," ","2009-11-09 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","7465416.24","6680210.92"
"HQ","BDP","H21","00059091","BDP/HIV/AIDS 2010/2011 UBW ES Africa","BDP/HIV/AIDS 2010/2011 UBW ES Africa","2010-01-08 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1518750.84","1484896.62"
"HQ","BDP","H21","00059093","BDP/HIV/AIDS 2010/2011 UBW WC Africa","BDP/HIV/AIDS 2010/2011 UBW WC Africa","2010-01-08 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","507892","411151.52"
"HQ","BDP","H21","00059094","BDP/HIV/AIDS 2010/2011 UBW Arab St.","BDP/HIV/AIDS 2010/2011 UBW Arab St.","2010-01-08 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","757871.15","713863.94"
"HQ","BDP","H21","00059095","BDP/HIV/AIDS 2010/2011 UBW Asia & Pacific","BDP/HIV/AIDS 2010/2011 UBW Asia & Pacific","2010-01-01 00:00:00","2012-10-09 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1485554.98","1385441.11"
"HQ","BDP","H21","00059096","BDP/HIV/AIDS 2010/2011 UBW Europe & CIS"," ","2010-01-08 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","643783","548876.59"
"HQ","BDP","H21","00059097","BDP/HIV/AIDS 2010/2011 UBW LAC","BDP/HIV/AIDS 2010/2011 UBW LAC","2010-01-08 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","839128","732178.1"
"HQ","BDP","H21","00059494","Accelerating Access to Justice for Human Development","Accelerating Access to Justice for Human Development","2010-03-08 00:00:00","2013-12-31 00:00:00","02557","UNDP (Direct Execution)","UND","UNDP","2011","2344285.4","1627363.56"
"HQ","BDP","H21","00060234","Down to Earth: Territorial Approach to Climate Change","Down to Earth: Territorial Approach to Climate Change","2009-11-01 00:00:00","2014-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","961131.65","263558.26"
"HQ","BDP","H21","00060529","Mainstreaming gender in climate change intiatives"," ","2010-08-01 00:00:00","2014-06-30 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","497999","496673.26"
"HQ","BDP","H21","00060534","Women's leadership in climate change decision-making"," ","2010-08-01 00:00:00","2014-06-30 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","801357","781959.65"
"HQ","BDP","H21","00060536","Gender responsive CC policies, strategies and programmes"," ","2010-08-01 00:00:00","2014-06-30 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","942982","901991.55"
"HQ","BDP","H21","00060656","PIMS 4850: FSP (JPN) South-South CC in Africa"," ","2011-01-01 00:00:00","2012-12-31 00:00:00","00515","UNITED NATIONS OFFICE FOR PROJ","ACY","UN Agency","2011","1439650","1456251.06"
"HQ","BDP","H21","00060784","The Integrated Drylands Development Programme Phase II"," ","2010-06-01 00:00:00","2014-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","2330563.77","980550.69"
"HQ","BDP","H21","00061165","EU-UNDP Climate Change Capacity Building Programme"," ","2011-02-15 00:00:00","2015-02-14 00:00:00","99999","UNDP","UND","UNDP","2011","904150","410464.48"
"HQ","BDP","H21","00061324","GEF-SGP Operational Phase 5","GEF SGP Operational Phase 5","2011-01-01 00:00:00","2014-12-31 00:00:00","02356","UN OFFICE OF PROJECT SERVICES","ACY","UN Agency","2011","17089265.18","12475149.71"
"HQ","BDP","H21","00061733","United Nations Millennium Campaign","UNITED NATIONS MILLENNIUM CAMPAIGN
Campaigning and Advocacy for the Millenium Development Goals","2011-01-01 00:00:00","2013-12-31 00:00:00","02352","UNDP: Direct Execution","UND","UNDP","2011","2921508.25","2469526.3"
"HQ","BDP","H21","00061916","BDP Multi-practice Initiative"," ","2011-06-01 00:00:00","2013-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1215000","276167.87"
"HQ","BDP","H21","00062428","Art Initiative- territorial & thematic networks of coop"," ","2011-09-09 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","284620","141447.13"
"HQ","BDP","H21","00062512","Programme on Integrated Adaptation Strategies","Programme on Integrated Adaptation Strategies in Grenada / Mali - first 2 countries selected under this programme","2011-10-03 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","49509.9","22"
"HQ","BDP","H21","45676","Poverty GroupTest"," ","2009-01-01 00:00:00","2010-12-31 00:00:00","00226","UNITED NATIONS CAPITAL DEVELOP","ACY","UN Agency","2011","747193.85","746911.54"
"HQ","BOM","H18","00039460","Joint Learning Initiatives for UNDP and SNV"," ","2005-03-01 00:00:00","2007-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","9541","10018.05"
"HQ","BOM","H18","00049677","People Based HR Agenda and PCS","People Based HR Agenda and People Capability Strategy","2008-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","20961.36","20961.36"
"HQ","BOM","H22","00059912","Support to UNDP Country Offices"," ","2010-05-01 00:00:00","2010-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","269948.93","262701.02"
"HQ","BOM","H22","00061128","Atlas Enhancements Project","This project will enhance the following business processess in Atlas: 1)Procurement Integration; 2)Project Management; 3)Service Contracts; 4)Budgeting; 5)Financial Closing; 6) Corporate Reporting; 7)Atlas quality assurance; and 8)Travel.","2011-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","1293271","381296.9"
"HQ","BOM","H46","00034377","UNSECOORD's HQ component of FSO support budget"," ","2004-01-01 00:00:00","2007-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1946762.15","1143196.91"
"HQ","BOM","H48","00056645","Effective support to Atlas and IMIS users"," ","2009-01-01 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","319674.72","251772.04"
"HQ","BOM","H48","00060111","CO Connectivity Monitoring"," ","2010-06-16 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","435824.54","433583.17"
"HQ","BOM","H48","00060118","Financial Gateway H2H eBanking"," ","2010-06-21 00:00:00","2011-03-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","136000","128250"
"HQ","DOCO","H45","00056585","Country Office Support (Core Business 1)"," ","2009-01-01 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","523022","523021.61"
"HQ","DOCO","H45","00056588","Knowledge Management & Best Practices"," ","2009-01-01 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","222073","221257.2"
"HQ","EO","H11","00031417","Partnership Programme on UNDP Business Plan"," ","2004-01-01 00:00:00","2010-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","1000","355.36"
"HQ","EO","H11","00040576","NORAD Trust Fund","Partnership Agreement between NORAD and UNDP/EO","2005-04-25 00:00:00","2014-03-31 00:00:00","02187","UN Office for Project Services","ACY","UN Agency","2011","612463","390534.06"
"HQ","HDRO","H43","00033274","Human Development Reports","Promote HD approach both internationally and nationally through HDRs and NHDRs","2004-01-01 00:00:00","2015-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","5835437.41","4981665.17"
"HQ","HDRO","H43","00037034","GLO/04/415 - Human Development Report - Phase IV"," ","2004-07-01 00:00:00","2012-12-31 00:00:00","02356","UN OFFICE OF PROJECT SERVICES","ACY","UN Agency","2011","1264776","983876"
"HQ","HDRO","H43","00037271","GLO/02/G21/PU/31 ANALYTICAL CAPACITY BUILDING"," ","2004-01-01 00:00:00","2012-12-31 00:00:00","02356","UN OFFICE OF PROJECT SERVICES","ACY","UN Agency","2011","5000","-54051.24"
"HQ","OA","H13","00035389","OA Special Initiatives"," ","2004-06-16 00:00:00","2009-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1729915.78","1662637.4"
"HQ","OA","H13","00060688","UN for Women Transition (Phase 1)"," ","2010-04-01 00:00:00","2010-07-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1","-353.07"
"HQ","ODS","H54","00034372","GLO/01/475/11/31 Office of Development Studies"," ","2004-01-01 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","2000000","907802.52"
"HQ","OSG","H20","00059221","SDC/UNDP Partnership on Managing Development Results"," ","2010-01-01 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","265000","69477.24"
"HQ","PB","H23","00020156","Organizational Effectiveness towards Development Outputs","Organizational Effectiveness towards Development Outputs","2007-01-01 00:00:00","2010-12-31 00:00:00"," ",,,,"2011","200000","135617.51"
"HQ","PB","H23","00020160","Enhanced communications culture","Enhanced communications culture through strategic communications and stronger communications network","2005-01-01 00:00:00","2010-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","5278","5277.84"
"HQ","PB","H23","00020271","Organizational Effectiveness towards Development Outputs","Organizational Effectiveness towards Development Outputs","1901-01-01 00:00:00",," ",,,,"2011","150000","102427.12"
"HQ","PB","H23","00031283","Millennium Global Campaign","Global Millennium Campaign","2004-01-01 00:00:00","2005-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","89244","0"
"HQ","PB","H23","00031317","Millennium Project Final Synthesis Report"," ","2004-01-01 00:00:00","2006-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","3","-133.08"
"HQ","PB","H23","00031332","Millennium Project Task Force Final Reports"," ","2004-01-01 00:00:00","2006-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","99266","99264.2"
"HQ","PB","H23","00031469","Innovative Initiatives for the MDGs"," ","2004-01-01 00:00:00","2004-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","99","98.83"
"HQ","PB","H23","00031497","Japan Unit/BRSP"," ","2004-01-01 00:00:00","2012-12-31 00:00:00","03332","UNDP (Direct Execution)","UND","UNDP","2011","556129.29","445859.8"
"HQ","PB","H23","00031830","MDG Country Campaign"," ","2004-01-01 00:00:00","2005-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","486","485.1"
"HQ","PB","H23","00034243","APPI/ART Support to territorial and thematic network"," ","2004-04-28 00:00:00","2012-12-31 00:00:00","02352","UNDP: Direct Execution","UND","UNDP","2011","1200000","0"
"HQ","PB","H23","00034649","Private Sector Development"," ","2004-05-01 00:00:00","2011-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","1330430.98","1063739.45"
"HQ","PB","H23","00034935","Millennium Project Support to Country Pilots"," ","2004-01-01 00:00:00","2007-08-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","1","-60.79"
"HQ","PB","H23","00035064","Canada-UNDP Brokerage"," ","2004-01-01 00:00:00","2004-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","6602.02","5388.92"
"HQ","PB","H23","00035129","Growing Sustainable Business Initiative (GSB)"," ","2004-01-01 00:00:00","2012-12-31 00:00:00","00230","UNITED NATIONS DEVELOPMENT FUN","ACY","UN Agency","2011","833","0"
"HQ","PB","H23","00038273","Millennium Campaign"," ","2005-01-10 00:00:00","2015-01-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","155","-23770.09"
"HQ","PB","H23","00039761","Enhancing priv. sector dev. asst. & promoting UN reform"," ","2005-01-01 00:00:00","2012-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","8330.21","5041.72"
"HQ","PB","H23","00040739","Millennium Project Global  Programme"," ","2005-08-01 00:00:00","2007-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","25056.35","23014.05"
"HQ","PB","H23","00041809","International workshop Ottawa"," ","2005-11-04 00:00:00","2011-12-31 00:00:00","02557","UNDP (Direct Execution)","UND","UNDP","2011","1687","492"
"HQ","PB","H23","00041828","ART Gold Sri Lanka"," ","2005-11-08 00:00:00","2011-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","47425.88","0"
"HQ","PB","H23","00042088","ART Tuscany"," ","2005-11-30 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","9549.75","5091.94"
"HQ","PB","H23","00042171","ART Albania"," ","2005-12-06 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","4512","4429.35"
"HQ","PB","H23","00045057","Art Gold Serbia"," ","2006-09-12 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","46115.15","46167.29"
"HQ","PB","H23","00045067","Art Gold Lebanon"," ","2006-08-10 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","155868","0"
"HQ","PB","H23","00045092","HUB PPP (Non-reimbursable loan agreement)"," ","2006-09-15 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","628027.72","271713.4"
"HQ","PB","H23","00045169","Art Gold Latin America"," ","2006-09-26 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","16777.8","688.72"
"HQ","PB","H23","00045586","HUB-WACAP (Monaco)"," ","2006-11-22 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","253901.7","186443.7"
"HQ","PB","H23","00046424","Art International and Government of Basque"," ","2007-02-09 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","472297.33","102257.23"
"HQ","PB","H23","00046538","Intern. Convention for Development (Marseille 2007)"," ","2007-02-21 00:00:00","2012-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","183449.86","95921.09"
"HQ","PB","H23","00046664","Belgium Development Cooperation"," ","2007-03-05 00:00:00","2012-12-31 00:00:00","02186","UNDP (Direct Execution)","UND","UNDP","2011","1408113.45","85977.94"
"HQ","PB","H23","00047230","Social Cohesion and International Dialogue in Lebanon"," ","2007-05-11 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","472144","130822.55"
"HQ","PB","H23","00048164","International programme Italy UNDP"," ","2007-09-27 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","900000","362116.77"
"HQ","PB","H23","00048237","ART Balkans"," ","2007-10-09 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","836616","2723.48"
"HQ","PB","H23","00048293","SPANISH CONTRIBUTION FOR ART PROGRAMME 2007"," ","2007-10-19 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","277442.91","6423.84"
"HQ","PB","H23","00048852","ART Latin AMerica"," ","2007-12-14 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","819064","200237.34"
"HQ","PB","H23","00049380","Valencia and Catalan for ART in support to LED"," ","2008-02-11 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","2094610.46","89103.13"
"HQ","PB","H23","00049944","Training Workshop on Biodiversity"," ","2008-02-01 00:00:00","2011-12-31 00:00:00","02355","UN Institute for Training and","ACY","UN Agency","2011","1","-2768.09"
"HQ","PB","H23","00050107","FAMSI for ART in Latin America countries"," ","2008-05-21 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","35688.27","0"
"HQ","PB","H23","00050116","GSB-JAPAN ENGAGEMENT IN ASIA & AFRICA","Consolidating UNDP's attempt to engage Japanese companies in the Growing Sustainable Business (GSB) Initiative in Asia and Africa","2008-05-23 00:00:00","2010-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","279351.08","235455.05"
"HQ","PB","H23","00050248","CSR and Business Partnerships"," ","2008-01-01 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","398314.38","236561.37"
"HQ","PB","H23","00050988","ART GOLD WESTERN BALKANS"," ","2008-10-15 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","2599214","0"
"HQ","PB","H23","00051257","AECI 2008 in support of UNDP ART programme"," ","2008-11-26 00:00:00","2012-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","11808841","2274426.86"
"HQ","PB","H23","00057361","Platform HD2010 Civic Engmt for MDGs and a New Multil","Platform Human Development (HD) 2010 for Civic Engagement for MDGs and a New Multilateralism","2009-06-01 00:00:00","2011-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","804256.04","630170.1"
"HQ","PB","H23","00057384","UN Audiovisual Library for International Law"," ","2009-01-01 00:00:00","2009-12-31 00:00:00","00229","UNITED NATIONS DEVELOPMENT PRO","UND","UNDP","2011","9408.95","6523.99"
"HQ","PB","H23","00061529","Intanbul Intl Center for PSD"," ","2011-03-17 00:00:00","2011-12-31 00:00:00","99999","UNDP","UND","UNDP","2011","325978.89","16214.11"
