hq_co,bureau,operatingunit,awardID,award_title,award_description,start_date,end_date,institutionid,inst_descr,inst_type,inst_type_descr,fiscal_year,budget,expenditure
CO,RBA,AGO,59621,"MDG Reporting, M&E and Planning",The current Work Plan aims to orient the MDG reporting process and its major deliverables.,2010-03-23 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,189214.12,108542.71
CO,RBA,AGO,62235,Support to Environment Thematic Area,"UNDP support to the Okavango River Basin Programme, support to Environment Programme formulation and approval and support to Iona Conservation Initiation Plan.",2011-07-26 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,420000,234174.93
CO,RBA,AGO,62500,Food Security in Angola,Nutrition & Food Security,2011-09-29 00:00:00,2013-12-31 00:00:00,69,UNDP (Direct Execution),UND,UNDP,2011,168580,94159.74
CO,RBA,AGO,62504,Strengthening  of Gender Empowerment in Angola,Strengthening of Gender Empowerment in Angola includimg the promotion of Angolan Women´s Empowerment through CSOs,2011-11-30 00:00:00,2013-12-31 00:00:00,69,UNDP (Direct Execution),UND,UNDP,2011,400000,0
CO,RBA,BDI,11342,Appui au Programme National de Lutte contre le VIH/SIDA,Les activités du projet ont été identifiées dans la perspective de contribuer à la prise en compte de la dimension VIH dans le Cadre Strategique de Lutte contre la Pauvrete (CSLP),2002-02-01 00:00:00,2008-12-31 00:00:00, ,,,,2011,0,-600.14
CO,RBA,BDI,11344,Sécurité Alimentaire & Environnement,Appui à la Sécurité Alimentaire et à la Gestion de l'Environnement,2004-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,37072,0
CO,RBA,BDI,25482,PROGRAMME-CADRE D'ASSISTANCE AUX COMMUNAUTES,PROGRAMME-CADRE D'ASSISTANCE AUX COMMUNAUTES DE BURUNDI,2004-01-01 00:00:00,2007-12-31 00:00:00, ,,,,2011,944.7,0
CO,RBA,BDI,35744,CELLULE INTER-AGENCE DE REINSERTION,"Appui à la coordination des Nations Unies dans le cadre des activités de réinsertion des personnes rapatriés, déplacées et des vulnérables parmi les population d'accueil.",2004-06-01 00:00:00,2005-12-31 00:00:00,208,UNDP,UND,UNDP,2011,0,-2.71
CO,RBA,BDI,37475,Production des Fleurs Integration Commerciale,Renforcement des capacités du secteur prive dans la production des fleurs destinées à l’exportation.,2005-01-01 00:00:00,2011-12-31 00:00:00,212,National Execution,GOV,Gov Counterpart Institution,2011,7202.4,-7202.4
CO,RBA,BDI,37477,Sechage des fruits et legumes pour l'exportation,Séchage des fruits et légumes en vue de leur exportation.,2006-06-01 00:00:00,2011-12-31 00:00:00,212,National Execution,GOV,Gov Counterpart Institution,2011,7202.4,7202.4
CO,RBA,BDI,39512,Programme de Reintegration-Rehabilitation des Sinistres,Programme d'appui a la reintegration/rehabilitation des sinistres et de lutte contre la pauvrete.,2005-04-03 00:00:00,2012-12-31 00:00:00,208,UNDP,UND,UNDP,2011,6915876.36,3625785.82
CO,RBA,BDI,39612,Second National Communication on Climate Change UNFCCC,"Le projet vise le renforcement des capacites techniques et institutionnelles a preparer et soumettre les communications nationales sur les changements climatiques(CC) par l'amelioration des inventaires de gaz a effet de serre (GES),",2005-04-13 00:00:00,2010-12-31 00:00:00,212,National Execution,GOV,Gov Counterpart Institution,2011,0,-1049.79
CO,RBA,BDI,39994,"GOUVERNANCE,  CROISSANCE DURABLE/OMDs","Appui à la Bonne Gouvernance pour une croissance durable, équitable et  l'atteinte des OMD.",2005-04-03 00:00:00,2009-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,0,-190.18
CO,RBA,BDI,40300,Projet d'appui à la mission des observateurs de l'UE,Projet d'appui à la mission des observateurs de l'UE durant le processus électoral.,2005-05-31 00:00:00,2011-12-31 00:00:00,216,United Nations Development Pro,UND,UNDP,2011,11240,393.4
CO,RBA,BDI,43773,Emergency Programme Burundi,2006 Emergency Programme for Burundi,2006-04-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,4741588,4372852.2
CO,RBA,BDI,45116,Mine Action,UNDP Integrated Support to the Burundi National Humanitarian Mine Action,2006-08-01 00:00:00,2012-12-31 00:00:00,208,UNDP,UND,UNDP,2011,498,0
CO,RBA,BDI,45800,Programme Action 2 dans la région des Grands Lacs,"L'objectif du programme Action 2 est de renforcer l'equipe de pays (UNCT) pour une meilleure promotion et protection des droits de l'Homme dans la region des Grands Lacs (Burundi, Rwanda et RDC)",2007-01-01 00:00:00,2011-12-31 00:00:00,208,UNDP,UND,UNDP,2011,76317,20712.7
CO,RBA,BDI,46514,Justice Joint Programme,Justice reform activities to be funded by BINUB and implemented by the justice unit of the BINUB Human Rights and Justice Section,2007-07-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,792523.39,589554.29
CO,RBA,BDI,46523,Security Sector Reform  & Small Arms Joint Programme,Security Sector Reform and Small Arms activities to be funded by UNDP/BCPR and implemented within BINUB SSR-SA Section,2007-07-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1094402.08,813825.93
CO,RBA,BDI,46601,Local Development,Gouvernance locale Rutana,2007-01-01 00:00:00,2011-12-31 00:00:00,208,UNDP,UND,UNDP,2011,83214.25,81893.68
CO,RBA,BDI,46630,Prévention et Gestion des Catastrophes Naturelles,Renforcement des Capacités Nationales dans la Prévention et la Gestion des Risques et des Catastrophes Naturelles,2008-01-01 00:00:00,2011-12-31 00:00:00,208,UNDP,UND,UNDP,2011,174751.77,73937.92
CO,RBA,BDI,46663,Peace & Governance Joint Programme,Programme Conjoint d'Appui à la Consolidation de la Paix et à la Gouvernance au Burundi,2007-04-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,254914,-19043.75
CO,RBA,BDI,46689,Technical Secretariat - PBF,secretariat technique du comite de pilotage conjoint gouvernement du burundi/nations unies pour la consolidation de la paix au burundi.,2007-01-01 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,42999.18,23051.16
CO,RBA,BDI,47079,Mise en place d'une commission nationale indépendante DH,Appui à la mise en place d'une commission nationale indépendante des Droits de l'Homme et au lancement de ses activités,2007-04-01 00:00:00,2012-12-31 00:00:00,208,UNDP,UND,UNDP,2011,82829,81077.47
CO,RBA,BDI,47384,Lutte contre la corruption,Appui au renforcement des mecanismes de lutte contre la corruption et les malversations diverses a travers tout le pays,2007-01-01 00:00:00,2010-12-31 00:00:00,208,UNDP,UND,UNDP,2011,0,-4.78
CO,RBA,BDI,49336,Promotion du secteur prive local,Projet d'Appui a la mise en place d' un espace permanent d' expositions de produits de petites et micro entreprises qui ont une valeur ajoutee a la consolidation de la paix et ameliorer leurs pratiques d'entreprenariat.,2009-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,509202.68,284734.9
CO,RBA,BDI,49687,Support for Dialogue,"Appuie au dialogue politique, prealable pour que les elections de 2010 puissent se derouler dans un climat paisible.",2008-01-01 00:00:00,2012-12-31 00:00:00,208,UNDP,UND,UNDP,2011,20821.5,20510.49
CO,RBA,BDI,50318,Support to Aid Coordination in Burundi,"Il s'agit d'un projet d’Appui au renforcement des capacites nationales en vue d’une meilleure efficacite de l’aide et pour garantir l’execution du Cadre Strategique de Lutte contre la Pauvrete (CSLP) et du CSCP, dans l'esprit de la Decl. de Paris.",2009-01-01 00:00:00,2014-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,911263.86,904265.09
CO,RBA,BDI,56879,Support to National Reforms for Conflict Prevention,Support to National Reforms for Conflict Prevention,2008-07-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,389114.68,372418.48
CO,RBA,BDI,57554,Biodiversite et Gestion Durable des Terres,PPG - Ameliorer les Aires Proteges pour la Conservation de la Biodiversite au Burundi.,2009-06-01 00:00:00,2012-12-31 00:00:00,212,National Execution,GOV,Gov Counterpart Institution,2011,123517.3,121730.98
CO,RBA,BDI,58730,Appui au Processus Electoral 2010,Appui à la préparation et la mise en oeuvre des scrutins électoraux de 2010 au Burundi.,2008-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,967212.58,741313.41
CO,RBA,BDI,58797,Greater Elections Participation,"L'objectif recherché est d'augmenter et renforcer le niveau de participation de la femme burundaise dans le processus électoral, en tant qu'électrice et candidate",2009-12-10 00:00:00,2011-12-31 00:00:00,208,UNDP,UND,UNDP,2011,0,-37355.55
CO,RBA,BDI,59107,Appui a la Gouvernance Democratique,"Programme visant à l’etablissement au Burundi d’un environnement juridique, institutionnel et sociétal fonde sur la gouvernance  democratique et donc sur la legitimite politique, l’etat de droit, la justice pour tous et la promotion du consensus national",2010-01-01 00:00:00,2014-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,706800.99,600990.35
CO,RBA,BDI,59157,Planification Strategique,Les institutions clu Ministere des  Finances et de la Planification ont les capacites necessaires pour animer un systeme de planification strategique participatif et inclusif qui tient compte des normes et engagements regionaux et  internationaux.,2010-01-01 00:00:00,2014-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1003797,919909.89
CO,RBA,BDI,59849,Centre Integre des Services desNations Unies,Centre Integre des Services des Nations Unies,2010-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,412155.98,272095.19
CO,RBA,BDI,60803,Enhancing efficiency of Burundi's protected areas system,Enhancing efficiency of Burundi’s protected areas management system for biodiversity conservation through stakeholders’ engagement,2011-01-01 00:00:00,2014-12-31 00:00:00,208,UNDP,UND,UNDP,2011,328000,260961.88
CO,RBA,BDI,60962,Villages Ruraux Integres et Reintegration Communautaire,Programme  d’appui a la viabilisation des villages ruraux integres dans le cadre du rapatriement et de la reintegration au Burundi,2010-01-01 00:00:00,2014-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1008035.11,961967.48
CO,RBA,BDI,61280,Construction d'un Centre Socio-Sportif Jeunes Gatumba,Projet de Renforcement de la Stabilité Transfrontalière à travers l’Encadrement socio-sportif des Jeunes de Gatumba,2011-01-01 00:00:00,2012-12-31 00:00:00,208,UNDP,UND,UNDP,2011,219982,220846.85
CO,RBA,BEN,11474,APPUI PROG NATL CONTRE LE SIDA ET LES MST,APPUI AU PROGRAMME NATIONAL DE LUTTE CONTRE LE SIDA ET LES MST,1997-05-09 00:00:00,2011-12-31 00:00:00, ,,,,2011,20000,0
CO,RBA,BEN,11480,APPUI AU FONDS GLOBAL,APPUI AU FONDS GLOBAL ( PALUDISME - TUBERCULOSE - VIH/SIDA),2003-01-01 00:00:00,2007-12-31 00:00:00, ,,,,2011,0,-91.09
CO,RBA,BEN,11481,Intensification  lutte VIH/SIDA,INTENSIFICATION DE LA LUTTE CONTRE VIH/SIDA,2003-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,15419,9807.86
CO,RBA,BEN,11482,Lutte contre la Tuberculose,Intensification de la Lutte contre la Tuberculose,2003-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,358.51,-1955.12
CO,RBA,BEN,11484,ADECOI,Projet d'Appui au Développement Communal et aux Initiatives Locales dans le Borgou,2002-12-17 00:00:00,2009-12-31 00:00:00, ,,,,2011,0,-1854.38
CO,RBA,BEN,25483,Appui institutionnel au PNLS/IST,Appui institutionnel au Programme National de Lutte contre le SIDA/IST,2001-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,30000,0
CO,RBA,BEN,25484,Appui finalisation plans départementaux,Appui à la finalisation des plans opérationnels au nveau départemental,2001-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,11166,0
CO,RBA,BEN,25485,Appui structures de prise en charge PVVIH,Appui au renforcement des structures de prise en charge des Personnes Vivant avec le VIH/SIDA (PVVIH),2001-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,4602.69,0
CO,RBA,BEN,34261,APPUI LUTTE VIH/SIDA, ,2004-05-01 00:00:00,2009-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-725.55
CO,RBA,BEN,34332,Appui à la Réforme Administrative au Bénin, ,2004-05-20 00:00:00,2009-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-133.24
CO,RBA,BEN,34696,Appui mise en oeuvre Prog. Nat. Gestion Environnement, ,2004-05-25 00:00:00,2009-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-566.79
CO,RBA,BEN,35059,Appui à l'Assemblée Nationale, ,2004-06-08 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,251800,228492.87
CO,RBA,BEN,36237,PIMS 3305 EA : SNC Bénin - DCNCC, ,2004-08-05 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,84748,52828.19
CO,RBA,BEN,36774,Appui RNDH, ,2004-09-22 00:00:00,2008-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-3645.23
CO,RBA,BEN,36786,Appui OMD DSRP, ,2004-09-23 00:00:00,2011-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,307000,294596.07
CO,RBA,BEN,39384,Appui aux Partis Politiques  -  TTF,Mise en place d'un Mécanisme de Suivi de la Gouvernance Locale au Bénin (DGTTF 2004),2005-04-01 00:00:00,2005-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,0,-1132.47
CO,RBA,BEN,40135,Mécanisme Africain d'Evaluation par les Pairs, ,2005-05-18 00:00:00,2010-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,0,-8278
CO,RBA,BEN,41617,Presse Ecrite, ,2005-04-07 00:00:00,2009-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,0,-112.96
CO,RBA,BEN,42099,ADECOM,Projet d'Appui aux Communes de l'ALIBORI,2005-12-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,1,-143.91
CO,RBA,BEN,42419,Elections Présidentielles 2006, ,2005-12-12 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,460.69,460.69
CO,RBA,BEN,43502,Partis Politiques, ,2006-04-03 00:00:00,2006-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,0,-281.24
CO,RBA,BEN,44266,Appui aux Chantiers Prioritaires du Gouvernement, ,2006-06-01 00:00:00,2009-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-11433.57
CO,RBA,BEN,45744,Législatives 2007, ,2006-12-12 00:00:00,2011-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,135.72,247.68
CO,RBA,BEN,46021,Réforme Administrative et Institutionnelle,Gouvernance,2007-01-01 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,345000,324058.6
CO,RBA,BEN,46023,Gouvernance Concertée,Projet d'appui à la mise en place d'un mécanisme de gouvernance concertée en République du Bénin.,2007-01-01 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,475084.14,464779.68
CO,RBA,BEN,46750,Appui Développement Commerce,Programme d'Appui au Développement du Commerce,2007-07-15 00:00:00,2011-12-31 00:00:00,239,UNITED NATIONS CONFERENCE ON T,ACY,UN Agency,2011,55001,-31792.47
CO,RBA,BEN,47560,Projet d'Appui du PNUD à la Cellule NEX (PAPCN), ,2007-06-25 00:00:00,2011-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,1,-3563.22
CO,RBA,BEN,47874,EMPLOI DES JEUNES, ,2007-08-14 00:00:00,2011-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,125000,107339.59
CO,RBA,BEN,48938,Arts & Métiers Femme,Projet d'Appui au Centre des Arts et Métiers de la Femme de la Commune de Parakou,2007-12-26 00:00:00,2012-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,65000,65407.35
CO,RBA,BEN,49411,Cadre de Protection du Genre,"Appui à l'élaboration d'un cadre de renforcement des meilleures stratégies et pratiques de réhabilitation, de promotion, d'intégration et de protection du Genre.",2008-02-15 00:00:00,2011-09-23 00:00:00,99999,UNDP,UND,UNDP,2011,1,-308.14
CO,RBA,BEN,49778,Renforcement Capacités ANCB, ,2008-03-26 00:00:00,2010-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,0,-658.05
CO,RBA,BEN,50636,PACER,Asssitance Préparatoire à la mise en oeuvre du Projet d'Appui à la Croissance Economique Rurale (PACER),2008-08-08 00:00:00,2009-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,0,-9042.37
CO,RBA,BEN,50637,Développement des Capacités, ,2008-07-01 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,203000,175997.01
CO,RBA,BEN,50805,Mise en place de la LEPI,Projet d'assistance préparatoire à la mise en oeuvre du projet d'appui à la  mise en place  de la Liste Electorale Permanente Informatisée,2008-09-01 00:00:00,2012-12-30 00:00:00,99999,UNDP,UND,UNDP,2011,14606837.8,13969308.18
CO,RBA,BEN,51279,PIMS4047 CLIM CHANGE LDCF NAPA,Programme Intégré d'Adaptation pour la Lutte contre les Effets des Changements Climatiques sur la Production Agricole et la Sécurité Alimentaire au Bénin.,2009-01-01 00:00:00,2010-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,-242.44
CO,RBA,BEN,51397,Hydraulique Villageoise, ,2009-01-01 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,2143264,2128719.84
CO,RBA,BEN,56912,Appui à la Décentralisation, ,2009-01-01 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,132990,131510.68
CO,RBA,BEN,56915,Promotion Entreprenariat Agricole (Songhaï), ,2009-01-01 00:00:00,2014-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,20000,13730.37
CO,RBA,BEN,56916,Appui au Programme 2009-2013, ,2009-01-01 00:00:00,2013-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,934000,903871.83
CO,RBA,BEN,57188,Promotion du Volontariat, ,2009-09-01 00:00:00,2012-12-31 00:00:00,241,United Nations Volunteers Prog,ACY,UN Agency,2011,334350,309667.63
CO,RBA,BEN,57588,APPUI A LA SOCIETE CIVILE ET A LA PRESSE, ,2009-06-15 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,0,50.8
CO,RBA,BEN,57962,PIMS 2823 BD PPG Benin Sacred Forest,SPWA Incorporation of Sacred Forests into the Protected Areas System of Benin,2009-08-01 00:00:00,2011-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,4988.19,4271.54
CO,RBA,BEN,58613,Promotion des Toilettes Publiques, ,2009-11-01 00:00:00,2011-10-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,79000,70479.5
CO,RBA,BEN,59395,PIMS 4047 -  CLIMATE CHANGE - LDCF  NAPA, ,2010-01-01 00:00:00,2015-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,391626,369121.13
CO,RBA,BEN,59407,Appui au CPADD,"The project aims to expand shelter and training capacity for the CPADD so as to meet the demands of multiple stakeholders involved in the anti mines combat in the region.
The main actions under this project are: the increase of CPADD’s infrastructure; r",2010-02-22 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,1338135.72,1255338.14
CO,RBA,BEN,59414,Appui au Secteur de l'Urbanisme, ,2010-01-01 00:00:00,2013-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,127623,120616.21
CO,RBA,BEN,60364,Prévention et Contrôle du A/H1N1 au Bénin, ,2010-08-01 00:00:00,2011-07-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,125299.9,124769.41
CO,RBA,BEN,60494,MAEP2, ,2010-08-01 00:00:00,2013-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,205439.64,191097.79
CO,RBA,BEN,60591,PIMS 2823 SPWA-INC. SACRED FORESTS, ,2010-10-01 00:00:00,2015-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,210573,195858.54
CO,RBA,BEN,60692,Gestion des Réponses aux Inondations, ,2010-10-01 00:00:00,2011-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,15362,11643.12
CO,RBA,BEN,61139,Appui aux Elections de 2011, ,2011-01-17 00:00:00,2012-12-31 00:00:00,235,DIRECT EXECUTION (UNDP),UND,UNDP,2011,2186715.16,2180923
CO,RBA,BEN,61195,Projet Villages du Millénaire, ,2011-01-01 00:00:00,2015-07-01 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,490150,464241.87
CO,RBA,BEN,61735,Coordination/Suivi UNDAF 2009, ,2011-01-01 00:00:00,2013-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,55162.6,48074.31
CO,RBA,BEN,61968,Projet Prioritaire de relèvement suite Inondations 2010, ,2011-06-08 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,150000,0
CO,RBA,BEN,62496,Appui Developpement Capacités pr réalisation OMD,"Le projet contribuera au double plan stratégique et opérationnel à la réalisation des OMD, le DHD, l’efficacité de l’aide et l’évaluation des politiques publiques.",2011-09-28 00:00:00,2013-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,386000,376795.56
CO,RBA,BEN,62516,Appui INPF Promotion du Genre, ,2011-10-04 00:00:00,2013-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,40000,31416.23
CO,RBA,BEN,62713,Prévention & Gestion Inondations,Appui à la Gestion des Crises et Catastrophes Naturelles,2011-10-26 00:00:00,2012-12-31 00:00:00,238,National Execution,GOV,Gov Counterpart Institution,2011,42588.9,40682.36
CO,RBA,BFA,11565,Appui Institutionnel Progr National de Lutte contre Sida,Projet d'appui institutionnel au programme national de luttre contrre le SIDA,1999-01-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,248644.84,241155.29
CO,RBA,BFA,11578,Appui au  Monde Associatif et Communautaire,Programme d'Appui au Monde Associatif et Communautaire (PAMAC),2003-04-01 00:00:00,2011-12-31 00:00:00, ,,,,2011,588263.41,611952.96
CO,RBA,BFA,33364,Programme National Plateformes Multifonctionelles, ,2004-06-01 00:00:00,2015-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,938160.02,787164.55
CO,RBA,BFA,36132,PIMS 3291 CC AE Auto-Evaluation élaboration projet CC, ,2004-07-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,23000,12976.75
CO,RBA,BFA,43891,PIMS 1617- BD -FULL - Parcs W-Arly- Pendjari (WAP), ,2008-01-01 00:00:00,2013-12-31 00:00:00,327,UN Office for Project Services,ACY,UN Agency,2011,1335180,1402276.35
CO,RBA,BFA,44072,Program Renforcement capacités Institutions Républicaine,"Programme de renforcment des capacités des institutions républicaines, des élections et du genre (PRCIREG)",2006-05-01 00:00:00,2010-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,0,46069.14
CO,RBA,BFA,44219,"Appui décentralisation,participation citoyenne&Dev.local",Le sous programme Appui à la décentralisation et à la participation citoyenne a pour objectifs stratégiques : le parachèvement du cadre juridique de mise en œuvre de la décentralisation et l'appui accompagnement du développement des communes,2006-11-21 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,387483.09,386517.88
CO,RBA,BFA,44231,Mise en oeuvre Mécanisme Africain d'Eval. par les Pairs, ,2006-01-01 00:00:00,2010-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,0,-90.38
CO,RBA,BFA,44232,"""Système et processus électoraux""",Apporter un appui aux processus et systèmes électoraux du Burkina Faso,2006-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,200,477.37
CO,RBA,BFA,44234,Systématisation du genre dans les progr/projets CPAP, ,2006-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,60485,59272.31
CO,RBA,BFA,44280,Proj Renforc Gouvern Admi - Polit Nation Bon Gouvernance,Projet de Renforcement de la Gouvernance Administrative et de coordination de la Politique Nationale de Bonne Gouvernance,2006-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,0,193.36
CO,RBA,BFA,44306,Projet de Renforcement de la Gouvernance Economique,Projet de Renforcement de la Gouvernance Economique,2006-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,137304,134555.71
CO,RBA,BFA,44395,Amélioration revenus et  Petite Irrigation,Amélioration revenus et sécurité alimentaire- petite  Irrigation,2006-07-01 00:00:00,2010-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,0,47734.07
CO,RBA,BFA,44399,Programme de Gestion Durable des Ressources Naturelles, ,2006-07-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,164373,140068.2
CO,RBA,BFA,44615,Promotion et protection des Droits Humains-Action 2,Promotion et protection des Droits Humains au Burkina Faso -Action 2 «,2006-07-18 00:00:00,2011-12-31 00:00:00,99999,UNDP,UND,UNDP,2011,172.15,172.15
CO,RBA,BFA,44934,PNV - Programme National de Volontariat au Burkina, ,2006-01-01 00:00:00,2012-12-31 00:00:00,3759,Programme des Volontaires des,AGY,UN Agency,2011,108000,86730.79
CO,RBA,BFA,46503,Amélioration revenus& Produits forestiers non ligneux,Amélioration de  revenus et Sécurité alimentaire pour les groupes vulnérables - Composante Produits forestiers non ligneux.,2007-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,3909.69,3994.05
CO,RBA,BFA,47176,Projet Accélération de l'atteinte des OMD, ,2007-01-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,3966,0
CO,RBA,BFA,47390,Fond Mondial Tuberculose PAMAC, ,2007-06-04 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,1271.13,1233.81
CO,RBA,BFA,47474,Programme de Renforcement du Secteur de la Microfinance,Le PRESEM a comme objectif de développement de favoriser l'accès à des services de microfinance viables et pérennes à une majorité de ménages,2007-10-01 00:00:00,2013-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,271837,226818.1
CO,RBA,BFA,47521,Activités de communication et de plaidoyer,Activités de communication et depalidoyer du Programme des Nations Unies pour le Développement,2007-01-01 00:00:00,2012-03-31 00:00:00,99999,UNDP,UND,UNDP,2011,50000,47142.52
CO,RBA,BFA,47776,Projet Renforceme capacité direction général coopération,Projet de Renforcement des Capacités de la Direction Générale de la Coopération (PRC-DGCOOP) dans la coordination et le suivi de la gestion des projets et programmes de développement,2007-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,195186.49,179884.92
CO,RBA,BFA,48680,Fonds Mondial Sida Round 6, ,2007-12-04 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,1241348,1202311.33
CO,RBA,BFA,48779,Appui danois VIH/Sida PAMAC phase2 -2007-2010, ,2007-12-08 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,2267145.57,1982987.32
CO,RBA,BFA,50034,Projet de renforcement des capacités des OSC au BF, ,2008-01-01 00:00:00,2011-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,18200,22179.1
CO,RBA,BFA,50279,Programme National Plateformes Multifonctionnelles/GATE, ,2008-05-01 00:00:00,2012-12-31 00:00:00,320,National Execution,GOV,Gov Counterpart Institution,2011,1308386.33,864414.27
